TimeSinceStart,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ
3.669542,-0.003283245,3.244985,0.02227858,359.9353,348.9377,357.2608
3.783361,-0.006038291,3.243905,0.02264026,0.4883248,348.8061,358.3271
3.88448,-0.008351168,3.242297,0.02478688,1.892162,348.5914,358.7056
3.995472,-0.008860066,3.238482,0.03173424,3.839693,347.3597,0.1217129
4.111286,-0.008654665,3.238263,0.04503667,4.298289,346.6671,359.6797
4.213545,-0.008458888,3.238333,0.06183986,4.157904,346.1331,359.7591
4.321148,-0.00775808,3.239897,0.08842853,3.158746,346.1337,359.4171
4.428391,-0.00802171,3.241449,0.1262237,2.290175,346.2764,359.9848
4.540073,-0.008417024,3.241218,0.1756141,1.890151,345.7203,359.8261
4.654428,-0.009126261,3.242734,0.2392605,0.8647466,344.0685,359.5224
4.763332,-0.01358624,3.238422,0.3113384,2.037918,341.1428,358.1602
4.868349,-0.019584,3.237661,0.3883232,2.973756,337.9559,357.6326
4.978306,-0.02661741,3.238961,0.4767536,2.645627,336.595,358.8833
5.086523,-0.03172967,3.237927,0.5789628,3.807517,337.2276,0.3648608
5.193789,-0.03523187,3.235149,0.6940335,5.363313,338.8705,1.041981
5.302708,-0.04135319,3.234033,0.8177271,5.762272,339.1573,0.495988
5.416245,-0.05147893,3.234962,0.9490551,5.391227,338.2289,359.5856
5.51965,-0.06256645,3.237996,1.092102,3.933389,337.8659,359.8446
5.629206,-0.0772225,3.239489,1.249283,3.109227,337.5549,359.77
5.742176,-0.09777127,3.241012,1.421717,2.616248,336.6783,0.1788226
5.851421,-0.1258509,3.241553,1.614068,2.189989,334.9019,0.08107755
5.961765,-0.1622252,3.242429,1.829626,1.563282,332.6753,359.7449
6.071417,-0.2059247,3.243332,2.067806,1.240339,331.1093,359.7483
6.180748,-0.260475,3.243713,2.331113,0.731463,330.1009,359.795
6.290867,-0.3266951,3.242982,2.621882,1.296786,329.2645,0.06999332
6.402561,-0.4067917,3.240741,2.93964,2.708183,328.8637,359.4932
6.513897,-0.5050083,3.238842,3.281401,3.420763,328.5299,358.3497
6.62616,-0.6251456,3.237398,3.643013,4.083513,327.7083,357.8903
6.74353,-0.7714952,3.236696,4.022011,4.192586,326.1151,358.0133
6.859238,-0.9482157,3.239371,4.417889,3.268178,323.7258,359.505
6.964043,-1.120816,3.240448,4.772109,2.770312,321.1169,0.9327056
7.081156,-1.348814,3.241758,5.20056,2.275223,317.6696,1.992615
7.182373,-1.5694,3.244363,5.581497,1.040247,314.6258,1.570801
7.28451,-1.814309,3.247068,5.972013,359.5731,312.2949,1.165383
7.385433,-2.082655,3.246258,6.370584,0.07574695,310.1104,0.7688711
7.50174,-2.43087,3.243237,6.841834,1.294985,305.2744,0.02938329
7.616348,-2.82192,3.247391,7.320033,358.9977,299.2632,359.4032
7.727821,-3.251258,3.248086,7.802752,358.3007,291.7362,358.6457
7.840036,-3.714592,3.248002,8.291437,358.2024,287.1554,357.4991
7.94953,-4.213679,3.247914,8.783134,357.946,284.6016,356.3867
8.056664,-4.748766,3.246384,9.276868,358.7831,285.2782,355.3615
8.1707,-5.324142,3.246666,9.767391,358.7432,286.6832,355.4827
8.279516,-5.942586,3.245826,10.25713,359.5612,290.6857,356.4474
8.387213,-6.60179,3.244765,10.74269,359.7486,297.8761,357.5948
8.494284,-7.302813,3.244436,11.21135,359.8829,300.9887,357.7662
8.597635,-8.042612,3.243862,11.66124,359.9803,299.1613,357.6396
8.707798,-8.818478,3.243444,12.08981,0.09023815,293.8771,357.8673
8.814255,-9.628173,3.24698,12.50446,358.1031,290.1808,357.2194
8.929014,-10.4782,3.248771,12.90314,356.9626,287.6812,357.385
9.042469,-11.36947,3.249498,13.28306,356.5973,285.1634,357.6102
9.149918,-12.2999,3.250013,13.641,356.4706,282.996,357.8732
9.253902,-13.26748,3.25016,13.97346,356.4716,281.27,358.0516
9.366329,-14.2698,3.251442,14.27761,355.9902,278.9012,358.6328
9.475063,-15.3064,3.252905,14.55437,355.4383,276.437,358.9249
9.587749,-16.37808,3.254006,14.80376,355.0912,274.6879,359.0966
9.698675,-17.4833,3.255037,15.02797,354.6126,274.0076,359.1123
9.814602,-18.62095,3.250178,15.22745,357.0325,273.7504,357.8772
9.925364,-19.79375,3.241381,15.40977,3.140873,277.2752,357.5957
10.04149,-21.00528,3.240285,15.57681,3.286667,278.3742,357.5582
10.15259,-22.06666,3.24048,15.70645,2.3717,277.2844,357.2917
10.25758,-23.14581,3.242683,15.82738,1.510564,275.1777,357.736
10.37704,-24.42857,3.244565,15.96227,0.8229154,273.3552,358.3174
10.49331,-25.74133,3.247174,16.0913,359.3278,272.3166,358.4494
10.59755,-26.89355,3.248845,16.19706,358.4786,271.9976,358.3686
10.70922,-28.26765,3.249076,16.31507,358.6742,271.963,358.8275
10.82338,-29.6701,3.248261,16.42579,358.9584,271.3138,358.9157
10.9383,-31.09819,3.249837,16.5287,358.1987,269.8738,358.8145
11.04005,-32.34498,3.251426,16.61205,357.0798,268.7129,359.2629
11.15513,-33.82711,3.252585,16.70298,356.3294,267.4305,359.8732
11.26967,-35.33929,3.252875,16.78741,356.3013,266.954,0.2782882
11.38682,-36.88058,3.252415,16.86486,356.5772,266.9673,0.1606516
11.48692,-38.22375,3.252468,16.92426,356.4218,266.7268,0.3816129
11.58719,-39.58841,3.253317,16.97659,355.9473,266.2264,0.7168087
11.68809,-40.97712,3.253417,17.02235,355.7586,265.8141,1.077728
11.78862,-42.39005,3.253388,17.06179,355.5831,265.6311,0.9022139
11.90368,-44.07964,3.253329,17.09972,355.5327,265.5981,0.5413612
12.01754,-45.82468,3.252482,17.12742,355.9484,265.7603,359.8914
12.13146,-47.62484,3.252489,17.14688,355.7691,266.3468,359.2217
12.24773,-49.48135,3.252997,17.16276,355.5399,267.0755,359.8428
12.3602,-51.39754,3.254118,17.18196,355.0449,267.056,0.7267018
12.46994,-53.37153,3.25405,17.20469,355.2089,266.6032,0.5083338
12.57796,-55.4057,3.252734,17.24493,356.1469,267.3958,359.333
12.68727,-57.51114,3.251161,17.30837,356.6153,268.4254,358.8943
12.80203,-59.69109,3.252282,17.39502,356.03,268.6714,359.6733
12.9102,-61.94793,3.253002,17.50965,355.6818,268.1727,0.9650792
13.01967,-64.28129,3.253663,17.64943,355.4181,267.6462,1.65321
13.12811,-66.68962,3.253291,17.81264,355.6185,267.5231,1.848294
13.23921,-69.17245,3.253129,17.99571,355.7364,267.4111,1.780672
13.35605,-71.73172,3.253244,18.18894,355.6747,267.3639,1.807769
13.46514,-74.36812,3.253946,18.38796,355.5999,266.9671,1.881134
13.5822,-77.0777,3.253364,18.58434,355.7705,266.7614,1.917818
13.70096,-79.86,3.253325,18.77443,355.717,266.2964,1.787084
13.81292,-82.69881,3.253007,18.95136,355.7961,265.9222,1.539442
13.92512,-85.57938,3.252761,19.11335,355.8562,265.3798,1.663553
14.03866,-88.48885,3.253059,19.25511,355.7814,264.8965,2.20768
14.14013,-91.41008,3.253255,19.37696,355.7329,264.5035,2.100543
14.24376,-94.30721,3.251842,19.48192,356.274,264.3134,1.192796
14.36207,-97.15552,3.252472,19.56869,355.8808,264.0186,1.451929
14.47114,-99.95603,3.25239,19.64266,355.9984,263.6625,1.682293
14.58161,-102.7067,3.251928,19.70883,356.3341,263.8035,1.56758
14.69403,-105.4075,3.252585,19.77645,355.8183,264.3938,1.278355
14.81364,-108.0599,3.253455,19.8454,355.6074,264.773,1.224376
14.92976,-110.6638,3.253828,19.91717,355.3298,264.666,1.273262
15.03508,-112.8572,3.253754,19.98104,355.4822,264.7115,1.425026
15.14933,-115.3714,3.254,20.0593,355.6358,265.1263,1.405655
15.25032,-117.4869,3.253565,20.1284,355.7842,265.5793,1.204851
15.35166,-119.5659,3.253713,20.19838,355.8638,265.6247,1.411661
15.45294,-121.6013,3.254932,20.26936,355.7351,265.4954,1.382298
15.55341,-123.5879,3.253526,20.33839,355.9522,265.1815,1.008692
15.65513,-125.5211,3.254314,20.40318,355.557,265.0062,1.111013
15.75674,-127.3847,3.254601,20.46381,355.222,265.0283,1.362448
15.85894,-129.1759,3.254296,20.51495,355.1917,264.6154,1.764253
15.9613,-130.8839,3.255102,20.5572,355.0185,263.9828,2.048945
16.06544,-132.5045,3.254992,20.59074,355.0255,263.7843,2.125915
16.16869,-134.0311,3.254573,20.6155,355.2096,263.3925,2.242308
16.27444,-135.4592,3.254172,20.63365,355.6123,263.1794,1.577224
16.38264,-136.7955,3.25329,20.64483,355.9356,263.2216,1.10181
16.49531,-138.2661,3.252759,20.6504,356.1361,263.3118,1.234225
16.59895,-139.4522,3.252033,20.65144,356.5326,263.2469,1.203347
16.70866,-140.7509,3.250802,20.65057,357.0807,263.4951,0.6305332
16.81163,-141.7898,3.250133,20.64816,357.5716,263.9648,0.01301359
16.91917,-142.7617,3.249736,20.64385,357.8695,264.1094,359.8319
17.02139,-143.6696,3.249557,20.63853,357.9929,264.0372,359.6238
17.12582,-144.5331,3.249862,20.63148,358.0197,263.9559,359.5436
17.23393,-145.3604,3.250481,20.6225,357.7699,263.5413,359.7691
17.33485,-146.1517,3.251049,20.61259,357.6238,263.2229,359.9182
17.44129,-146.908,3.251624,20.60217,357.385,262.9614,0.3672339
17.54601,-147.6533,3.251707,20.59062,357.3105,262.5906,0.4892087
17.64956,-148.4055,3.25295,20.57868,356.9218,262.3474,0.5269269
17.75111,-149.1656,3.251221,20.56572,357.5853,262.2444,0.5463527
17.85372,-149.9346,3.250182,20.55198,358.4608,262.3689,0.31989
17.95401,-150.7124,3.249133,20.53627,358.9842,262.6931,0.3404253
18.07319,-151.6375,3.248842,20.51412,358.8897,262.1851,0.5357921
18.18284,-152.4476,3.249461,20.49257,358.7418,261.8245,0.2221226
18.28599,-153.2764,3.249529,20.46843,358.6321,261.4817,0.1888419
18.39092,-154.1247,3.250988,20.44101,358.0914,260.5759,0.2730877
18.49285,-154.9915,3.251218,20.40876,358.0272,258.8933,359.7772
18.59885,-155.8786,3.251955,20.37155,357.1788,257.4778,359.793
18.71352,-156.9363,3.252732,20.31659,356.6572,253.7665,359.5257
18.81442,-157.8522,3.250859,20.26101,357.6705,251.097,359.1841
18.91877,-158.7747,3.248693,20.1925,358.3483,246.511,0.1901873
19.0191,-159.6804,3.248787,20.10856,358.4848,242.1116,0.6237501
19.1225,-160.5484,3.248143,20.01219,358.8634,238.392,0.1570941
19.23586,-161.5137,3.249884,19.88166,359.4319,235.2744,359.6229
19.34337,-162.2969,3.247068,19.75292,359.2686,233.2801,359.8477
19.45231,-163.0368,3.246109,19.60852,0.5035595,229.3297,2.048889
19.56115,-163.7397,3.241877,19.45471,1.818277,227.1798,1.443448
19.66647,-164.4071,3.233682,19.29083,7.470848,229.3552,1.640169
19.77241,-165.0356,3.226672,19.10919,11.17177,228.6394,2.105435
19.8813,-165.6197,3.222364,18.9169,12.07014,225.0556,0.973649
19.99278,-166.1558,3.217624,18.71488,15.12403,221.1862,0.4060768
20.1048,-166.6483,3.217505,18.49965,15.53435,217.2814,359.8542
20.21742,-167.0937,3.231274,18.27312,8.089505,210.617,358.652
20.32006,-167.4927,3.24517,18.043,359.6853,201.8841,359.1685
20.4308,-167.9147,3.248281,17.78064,357.6918,196.3999,359.6332
20.53572,-168.289,3.247894,17.53002,358.4039,192.6592,0.7591407
20.64209,-168.6214,3.246822,17.29501,358.2484,191.5866,0.7639763
20.74907,-168.9059,3.246801,17.07853,358.5526,191.2086,0.1147696
20.85571,-169.1459,3.24737,16.88559,358.7101,189.6497,0.4974932
20.96965,-169.3701,3.244068,16.6979,359.447,189.8508,359.0712
21.07509,-169.5292,3.244768,16.55789,359.7839,190.209,358.8937
21.182,-169.6844,3.245586,16.41641,359.3333,191.1268,358.6851
21.28978,-169.8359,3.245749,16.27079,359.2588,191.1293,358.5287
21.40257,-169.9993,3.245987,16.10802,359.4665,191.6857,358.4101
21.51369,-170.1839,3.245698,15.91586,359.5592,192.9113,358.3539
21.61464,-170.3595,3.245826,15.72208,359.6576,193.3322,358.3678
21.71959,-170.5903,3.245664,15.44716,359.8829,192.2035,358.4875
21.82733,-170.845,3.244753,15.1195,0.2088786,190.8683,358.5327
21.93862,-171.1177,3.245055,14.734,0.2678162,188.3904,358.7992
22.05594,-171.4045,3.244962,14.28377,0.4202818,186.1279,359.2393
22.16629,-171.6969,3.244667,13.76587,0.036375,184.6485,359.5917
22.28042,-171.9817,3.244952,13.17752,0.5123413,183.8848,0.02886732
22.3812,-172.2085,3.244536,12.62176,0.7323825,182.4449,0.2044323
22.49484,-172.4328,3.244026,11.94438,0.6928782,180.58,0.3558447
22.61374,-172.6078,3.243258,11.24204,0.9382224,178.9007,0.482
22.72787,-172.7281,3.243882,10.55278,0.8361588,176.972,1.895657
22.83336,-172.7939,3.244366,9.996572,0.6929677,175.057,2.330154
22.95036,-172.8397,3.244472,9.392049,0.5166084,173.1677,2.967327
23.05264,-172.856,3.244791,8.911627,0.3003996,171.8856,2.327576
23.1558,-172.8558,3.246521,8.465517,359.6792,171.2218,1.52369
23.25729,-172.8449,3.247244,8.05165,359.0997,170.2688,1.673607
23.36135,-172.8256,3.245578,7.673833,359.9616,170.1602,359.8521
23.46333,-172.8007,3.243433,7.336399,0.7979372,170.2191,359.2648
23.56624,-172.7756,3.244227,7.03629,0.670891,170.4829,359.513
23.66771,-172.7535,3.245935,6.768902,359.6643,170.4382,359.3642
23.76972,-172.7342,3.246246,6.523136,359.6461,170.142,358.1865
23.87349,-172.7137,3.247049,6.26611,358.8064,172.1959,357.3017
23.97668,-172.6812,3.244159,6.001173,0.2429459,174.4713,357.3436
24.08078,-172.6353,3.242694,5.720846,0.8719169,174.6426,356.898
24.18412,-172.5722,3.243154,5.422352,0.696365,173.8559,358.3144
24.28979,-172.4998,3.244346,5.102669,0.6199923,171.9168,0.3406585
24.39276,-172.4189,3.244287,4.76217,1.05059,169.6618,2.130639
24.49626,-172.3324,3.243433,4.401134,1.56465,167.971,3.234489
24.60092,-172.2391,3.244056,4.018189,1.543833,166.7732,3.824733
24.70571,-172.1377,3.24503,3.610262,1.070772,166.3104,3.641841
24.8084,-172.0267,3.244267,3.178057,1.283911,166.0141,3.27086
24.9122,-171.9007,3.243362,2.719073,2.59179,164.6581,2.276022
25.02619,-171.7372,3.241958,2.14168,2.601271,163.8226,1.107311
25.13121,-171.5869,3.235431,1.616364,5.639289,164.4003,359.5362
25.23848,-171.4015,3.228708,0.975144,10.0652,164.3232,0.9120513
25.34802,-171.2349,3.231979,0.391895,8.42401,163.4688,1.537671
25.44924,-171.0636,3.232214,-0.2222895,8.349881,163.766,1.374566
25.5527,-170.8901,3.232145,-0.8637394,7.887235,164.9869,1.476203
25.66598,-170.6848,3.238918,-1.646021,4.487985,168.0013,1.346904
25.77348,-170.5033,3.242421,-2.349041,2.308398,170.2082,2.066605
25.87967,-170.3199,3.245007,-3.085663,1.123139,171.1267,2.359998
25.98279,-170.1364,3.246306,-3.85468,0.3172848,171.8145,2.229609
26.08924,-169.9542,3.246418,-4.656782,0.04886214,172.3632,2.083658
26.20008,-169.7443,3.246775,-5.632169,0.1388085,172.8156,1.920168
26.30446,-169.572,3.247649,-6.498685,359.9341,173.5183,1.90538
26.40528,-169.4084,3.24864,-7.392669,359.65,174.5062,2.145344
26.51164,-169.2625,3.247945,-8.287629,359.8231,175.6226,2.019114
26.61315,-169.1375,3.247622,-9.148934,359.6984,176.5603,1.695236
26.72695,-169.0171,3.249951,-10.11125,359.2201,177.5667,1.637613
26.84236,-168.9216,3.249209,-11.02626,359.338,178.6665,1.284002
26.94623,-168.8566,3.250709,-11.77235,358.8766,179.6547,1.523204
27.04763,-168.8073,3.251394,-12.46218,358.2496,180.5277,1.249761
27.14942,-168.7716,3.251894,-13.06608,357.9505,181.0071,1.18207
27.25359,-168.7473,3.252578,-13.57665,357.5752,181.2675,1.469414
27.35713,-168.7339,3.252285,-13.94582,357.5114,181.5009,1.581989
27.46166,-168.7274,3.25153,-14.16124,357.9405,181.6382,1.605956
27.5646,-168.7258,3.2513,-14.21391,358.0206,181.4779,1.638824
27.66785,-168.7255,3.249916,-14.21555,358.5473,180.7715,1.559916
27.78327,-168.725,3.248835,-14.21812,358.9133,180.3021,1.416516
27.89681,-168.7245,3.246963,-14.22084,359.8202,180.2268,1.494696
28.01624,-168.7247,3.245745,-14.22354,0.8520675,180.344,1.576296
28.13285,-168.7223,3.239699,-14.22503,4.049938,178.8273,1.393135
28.23643,-168.7202,3.237073,-14.2261,5.945386,177.329,1.109704
28.35156,-168.7185,3.233865,-14.22687,7.737436,176.5622,1.226447
28.45658,-168.7178,3.233937,-14.22826,7.532449,176.6094,1.211368
28.57147,-168.7191,3.239355,-14.2297,4.134567,178.2523,2.362241
28.67681,-168.72,3.240001,-14.22873,4.11766,178.775,2.405645
28.79291,-168.7199,3.23983,-14.22667,4.131866,178.3228,2.142008
28.89363,-168.719,3.240133,-14.22626,4.090418,177.8543,2.013806
28.99581,-168.7172,3.239188,-14.22618,4.722575,177.1734,2.003545
29.09722,-168.7148,3.23534,-14.2275,6.648065,176.2923,1.562863
29.19758,-168.7137,3.233654,-14.22885,8.120518,175.9495,1.493426
29.3005,-168.7132,3.231586,-14.22848,9.221889,175.5361,1.662434
29.42016,-168.7125,3.230912,-14.2269,9.068436,175.026,1.285762
29.53518,-168.7109,3.232113,-14.22519,8.947163,175.2834,1.795624
29.63651,-168.7098,3.232337,-14.22523,8.670369,175.2669,2.231521
29.73762,-168.7095,3.232316,-14.22616,8.60022,175.2109,2.300766
29.8389,-168.71,3.232849,-14.22746,8.755359,175.1779,2.256011
29.94422,-168.7113,3.231869,-14.2279,9.013366,175.4909,2.206057
30.04432,-168.7121,3.232306,-14.22802,8.793631,175.486,2.120031
30.14677,-168.7121,3.2323,-14.22765,8.848536,175.2933,2.03214
30.25093,-168.7123,3.232559,-14.2275,8.712097,175.4904,2.015584
30.35243,-168.7119,3.232835,-14.22692,8.696881,175.1993,1.881788
30.4644,-168.7121,3.233527,-14.22614,8.502594,175.0519,1.921061
30.57924,-168.712,3.232696,-14.22443,8.686709,175.339,1.974936
30.69276,-168.711,3.232461,-14.22399,8.368061,175.6264,1.840422
30.79738,-168.709,3.23318,-14.22624,8.355998,175.8364,2.952093
30.90207,-168.7087,3.231474,-14.22797,9.058438,175.8024,3.268261
31.01737,-168.7092,3.230628,-14.22958,9.425357,175.7834,2.837478
31.12261,-168.7091,3.229927,-14.22973,9.592357,176.0209,2.700858
31.23829,-168.7098,3.230093,-14.22949,9.588578,176.5222,2.757617
31.34284,-168.7104,3.230387,-14.22873,9.479631,176.3673,2.727696
31.45742,-168.7115,3.231395,-14.22826,8.99881,176.0842,2.153784
31.56278,-168.711,3.231225,-14.22871,9.03168,176.3908,1.846683
31.66435,-168.7101,3.230852,-14.22929,9.213107,176.677,2.28222
31.76696,-168.7104,3.230104,-14.23023,9.573304,176.6005,1.978601
31.87062,-168.7067,3.229245,-14.23111,10.34912,177.1774,1.278201
31.98862,-168.7067,3.228443,-14.23083,10.31676,178.156,2.49411
32.08975,-168.7067,3.230294,-14.23222,9.387723,177.6466,2.359509
32.19576,-168.7043,3.228907,-14.23282,10.15488,176.4874,2.470128
32.31268,-168.7027,3.229351,-14.23252,9.966092,176.1061,2.212646
32.41771,-168.7054,3.229275,-14.2318,10.15398,176.8253,2.03938
32.51877,-168.7097,3.228612,-14.23206,10.39825,177.6391,1.317873
32.63833,-168.7124,3.228645,-14.23366,10.37136,177.908,0.619617
32.75417,-168.7147,3.227233,-14.236,11.21917,178.5886,0.4150953
32.85928,-168.7164,3.225641,-14.23724,11.81813,179.3069,0.0962363
32.97503,-168.7196,3.222431,-14.23836,13.17421,180.9832,359.5353
33.07567,-168.7295,3.217599,-14.23979,15.43251,185.8729,359.0621
33.18618,-168.7534,3.222442,-14.24124,12.77074,196.3972,358.0621
33.28646,-168.7849,3.234954,-14.22943,4.354715,210.0679,356.4621
33.39578,-168.8068,3.234682,-14.21805,4.041685,219.2714,356.6708
33.50288,-168.8195,3.227923,-14.21503,7.874055,221.8265,357.3233
33.60526,-168.8309,3.225683,-14.21842,8.733207,223.395,357.0846
33.71147,-168.8402,3.227469,-14.22559,7.151313,223.1008,356.7352
33.81939,-168.8471,3.227288,-14.23384,6.706224,221.9925,356.8001
33.93828,-168.8532,3.223846,-14.24373,8.282249,220.9576,357.2842
34.05508,-168.8537,3.210088,-14.2557,15.08919,218.567,358.8564
34.16305,-168.8507,3.199636,-14.26686,20.33458,216.0213,358.856
34.2717,-168.8453,3.186109,-14.27851,27.03037,213.2625,359.2367
34.38126,-168.8441,3.180235,-14.28982,29.16466,211.9352,0.2142948
34.4904,-168.8433,3.177624,-14.29819,30.12364,210.1715,0.1572157
34.59968,-168.843,3.173615,-14.30143,31.43643,209.3952,0.2863411
34.70998,-168.8457,3.170981,-14.30243,32.15671,209.5444,359.8524
34.81466,-168.8494,3.169353,-14.30338,32.79529,209.9171,359.581
34.92167,-168.8526,3.168974,-14.30425,32.57112,210.1396,359.4626
35.02964,-168.8557,3.167838,-14.30559,32.55672,210.2642,358.8868
35.1382,-168.8581,3.166382,-14.30663,33.11374,210.5984,358.7911
35.24198,-168.8589,3.165961,-14.3081,33.1575,210.524,358.8672
35.35174,-168.8592,3.166202,-14.30879,32.92195,210.5916,359.0254
35.45574,-168.86,3.166171,-14.30896,32.81847,210.7396,358.8365
35.56114,-168.8603,3.16623,-14.30847,32.78143,210.993,358.8414
35.66925,-168.8614,3.166996,-14.30792,32.38455,211.3848,358.998
35.77101,-168.8624,3.16737,-14.3078,32.2029,211.5313,358.8933
35.88106,-168.8634,3.167136,-14.30825,32.20557,211.4896,358.7225
35.98876,-168.8644,3.166631,-14.30843,32.29315,211.7829,358.862
36.09678,-168.8655,3.166515,-14.30868,32.18224,211.8173,358.5936
36.19875,-168.8659,3.166479,-14.30849,32.17823,211.8771,358.5365
36.30006,-168.8661,3.166649,-14.30821,32.08945,211.9033,358.5531
36.40184,-168.8663,3.166799,-14.30827,31.98698,211.8014,358.3224
36.52132,-168.8666,3.166593,-14.30888,31.9765,211.5736,358.1698
36.63603,-168.8681,3.166623,-14.30966,31.93194,211.8147,358.2318
36.75494,-168.8701,3.165751,-14.31084,32.12878,211.538,357.9694
36.86443,-168.8725,3.164287,-14.31201,32.41613,211.2826,357.3255
36.97837,-168.8748,3.163188,-14.31239,32.71413,211.6273,357.3409
37.08058,-168.8761,3.163211,-14.31246,32.66089,211.8384,357.3413
37.19107,-168.8758,3.163634,-14.31217,32.52369,211.7565,357.3446
37.30531,-168.8739,3.164848,-14.3115,32.15495,211.3692,357.3
37.42,-168.8723,3.166474,-14.31087,31.67789,211.362,357.4189
37.53715,-168.871,3.167484,-14.31068,31.41761,211.2269,357.6549
37.652,-168.8702,3.168827,-14.31075,31.0683,210.7447,357.6527
37.75219,-168.8693,3.170343,-14.31068,30.70391,210.4279,357.5649
37.85622,-168.8652,3.173808,-14.30984,29.94534,209.7757,357.9333
37.95703,-168.8559,3.180749,-14.30866,27.83072,207.4938,358.5118
38.05798,-168.8382,3.190645,-14.30619,24.31847,202.6825,358.6268
38.16042,-168.8204,3.19609,-14.30248,22.72361,197.7178,358.5254
38.26326,-168.8033,3.200029,-14.29776,21.21114,193.0746,358.3219
38.36575,-168.7833,3.204164,-14.2904,19.73933,189.1256,357.9485
38.46873,-168.7639,3.20791,-14.28298,18.14605,186.4072,358.8498
38.57103,-168.738,3.213429,-14.27549,15.08911,182.6072,1.129579
38.67359,-168.7181,3.216465,-14.26878,13.36754,179.2928,2.995223
38.77491,-168.705,3.218496,-14.26325,12.58375,175.9914,3.705312
38.88924,-168.6974,3.219732,-14.25964,11.77272,172.8813,3.510369
39.00094,-168.6985,3.216034,-14.26062,13.45901,171.0836,2.306787
39.11375,-168.7084,3.215557,-14.26488,13.50284,173.7666,0.1120963
39.22346,-168.7074,3.225799,-14.27058,7.780519,172.8569,0.8459082
39.33397,-168.7043,3.239622,-14.27884,3.140153,173.2175,0.4500879
39.44569,-168.7038,3.250193,-14.28747,357.5678,174.3051,1.299575
39.55595,-168.7009,3.269375,-14.29731,357.1234,176.0796,2.026268
39.66447,-168.6962,3.278626,-14.31374,8.285472,176.2298,0.8767665
39.77379,-168.6971,3.255443,-14.33731,39.77169,176.4354,355.4367
39.88435,-168.6895,3.206828,-14.35319,64.22763,184.7607,5.202426
39.99736,-168.6931,3.120544,-14.34903,78.64792,356.9914,175.1691
40.10114,-168.6917,3.0547,-14.35217,49.8357,4.660796,178.3769
40.20287,-168.6857,3.028936,-14.35524,52.02403,2.658165,175.1046
40.30884,-168.6935,3.029063,-14.36161,78.99551,323.7445,141.1634
40.4193,-168.6956,3.042188,-14.36511,85.32744,321.5021,140.8961
40.5309,-168.7,3.048221,-14.36468,84.36393,198.4331,19.83144
40.64292,-168.6961,3.0631,-14.38185,80.00318,175.7877,2.457278
40.75274,-168.6935,3.076269,-14.38211,78.0778,162.4097,352.0302
40.86447,-168.6931,3.084081,-14.37695,61.81252,163.9307,355.4257
