TimeSinceStart,IsLeftTracked,LeftPosX,LeftPosY,LeftPosZ,LeftRotX,LeftRotY,LeftRotZ,IsRightTracked,RightPosX,RightPosY,RightPosZ,RightRotX,RightRotY,RightRotZ
10.70922,1,-28.65806,2.976335,16.11127,334.3346,19.24235,143.1281,1,-28.65333,2.938524,16.4646,30.50177,328.932,314.399
10.82338,1,-30.06374,2.967216,16.21909,334.5596,19.58937,138.9607,1,-30.0579,2.947335,16.57161,29.39015,329.9014,316.1953
10.9383,1,-31.49181,2.963602,16.32491,335.4381,19.16065,136.5815,1,-31.49028,2.950936,16.67468,29.24493,329.808,316.5477
11.04005,1,-32.73856,2.966451,16.41017,335.3286,18.89732,137.2978,1,-32.73801,2.95142,16.75879,29.37479,329.5789,316.5712
11.15513,1,-34.22044,2.967479,16.50344,334.8172,17.93049,138.1796,1,-34.22073,2.950775,16.84998,29.29033,329.6744,316.6718
11.26967,1,-35.72853,2.963454,16.58938,334.1251,17.56451,137.7849,1,-35.73363,2.952032,16.93399,29.37728,329.2667,316.6915
11.38682,1,-37.26799,2.955203,16.66529,333.8542,15.75072,137.4525,1,-37.27825,2.955296,17.00724,28.66463,329.9589,317.0862
11.48692,1,-38.61226,2.951485,16.72355,334.6882,14.45899,136.6397,1,-38.62235,2.956271,17.06326,28.85011,330.9799,317.5725
11.58719,1,-39.97649,2.955634,16.77496,334.8408,14.41983,137.0909,1,-39.98477,2.953836,17.11396,29.44446,331.75,317.3274
11.68809,1,-41.36464,2.968384,16.8225,334.9634,14.94707,137.9119,1,-41.37179,2.943625,17.15789,31.1601,332.5979,315.8958
11.78862,1,-42.78104,2.982962,16.86281,338.1716,16.05668,139.9444,1,-42.77947,2.932405,17.19624,34.54028,329.7438,311.8928
11.90368,1,-44.47423,2.992161,16.89933,342.7166,16.69174,141.3686,1,-44.46777,2.918598,17.23301,35.40942,326.3859,307.9381
12.01754,1,-46.22467,2.999469,16.93119,349.0442,14.35622,142.7738,1,-46.21055,2.911149,17.25778,39.29308,327.0563,307.4664
12.13146,1,-48.04039,3.029626,16.97104,1.246448,16.02075,145.28,1,-47.99824,2.868719,17.28116,46.14878,324.84,303.7513
12.24773,1,-49.91307,3.062798,17.02279,11.20412,26.42536,150.9116,1,-49.83242,2.826704,17.28765,55.46247,335.4903,312.6396
12.3602,1,-51.83177,3.071915,17.0777,18.34937,28.98796,155.4768,1,-51.73168,2.789976,17.30013,52.10235,334.7968,312.5357
12.46994,1,-53.80521,3.060997,17.09943,17.00414,26.03402,154.573,1,-53.70362,2.796222,17.32244,53.33562,333.2447,313.4107
12.57796,1,-55.83216,3.061438,17.12751,15.40953,26.15806,153.7773,1,-55.74039,2.814011,17.36988,55.81907,337.477,319.5677
12.68727,1,-57.93064,3.050402,17.16747,11.29281,23.83076,148.2656,1,-57.85581,2.845598,17.45107,54.02888,336.3744,318.3424
12.80203,1,-60.12148,3.041768,17.24844,8.897405,25.37915,146.5226,1,-60.04065,2.852686,17.54907,49.34212,333.3797,315.6009
12.9102,1,-62.37591,3.033156,17.36417,5.131217,25.6504,144.3268,1,-62.3055,2.858764,17.67628,46.65054,330.6104,312.2928
13.01967,1,-64.70121,3.023964,17.49936,2.595587,23.8235,141.0846,1,-64.64765,2.870391,17.82849,46.24424,332.5499,314.6589
13.12811,1,-67.10773,2.997843,17.65548,355.1106,19.1223,134.9498,1,-67.0537,2.872115,17.99463,46.01302,333.9371,315.8807
13.23921,1,-69.59192,2.988162,17.8324,353.512,17.62104,136.2338,1,-69.53548,2.869307,18.17855,46.22126,334.6032,316.2471
13.35605,1,-72.14922,2.985708,18.01889,351.2192,18.96443,137.5408,1,-72.09464,2.866013,18.37312,46.69276,334.4015,315.8693
13.46514,1,-74.78625,2.984752,18.217,349.6403,19.93378,137.0341,1,-74.73278,2.865558,18.57098,46.75823,333.9669,315.611
13.5822,1,-77.49242,2.982934,18.4125,347.0042,19.19555,137.2387,1,-77.44446,2.869926,18.76638,47.49276,334.2711,316.3494
13.70096,1,-80.26183,2.976395,18.60046,342.4879,18.36097,136.0734,1,-80.22555,2.869859,18.95615,47.1897,333.6382,316.1454
13.81292,1,-83.1028,2.96994,18.77399,339.7818,18.37499,134.5081,1,-83.06458,2.868613,19.13256,47.55202,333.0138,316.204
13.92512,1,-85.98326,2.97423,18.93627,341.4914,17.73838,135.4008,1,-85.94637,2.865546,19.29193,47.58615,332.9143,316.2594
14.03866,1,-88.89096,2.98689,19.08019,345.205,16.09018,138.0367,1,-88.85522,2.857326,19.43168,48.08848,333.3577,317.1017
14.14013,1,-91.81123,2.991035,19.20095,348.8709,15.28032,138.406,1,-91.7752,2.854819,19.55127,49.59897,335.9734,320.3017
14.24376,1,-94.71038,2.992162,19.3038,348.6729,15.27124,139.2241,1,-94.67334,2.855032,19.65557,49.4162,334.6376,319.8639
14.36207,1,-97.56644,3.006326,19.39967,353.6425,15.89524,140.3427,1,-97.52201,2.852341,19.74242,52.77151,340.5259,326.5973
14.47114,1,-100.3699,3.023294,19.48264,357.7491,19.74459,141.6666,1,-100.3187,2.855255,19.81227,51.72567,336.7701,318.075
14.58161,1,-103.124,3.026394,19.54974,357.0681,21.39172,142.8188,1,-103.0744,2.873862,19.87703,52.04157,337.4536,318.5264
14.69403,1,-105.825,3.023463,19.61181,355.4158,22.34279,143.6485,1,-105.7789,2.881064,19.94418,49.57788,337.5253,318.2371
14.81364,1,-108.4774,3.021151,19.68022,355.5647,21.91541,143.0323,1,-108.4307,2.879063,20.01299,47.77454,337.0873,317.6309
14.92976,1,-111.0828,3.0205,19.75324,355.7872,21.6804,142.8269,1,-111.0348,2.876093,20.08595,48.16855,338.2346,319.3239
15.03508,1,-113.2761,3.019207,19.81825,355.9491,21.27051,142.4154,1,-113.2284,2.874791,20.15034,48.47122,338.8091,319.8579
15.14933,1,-115.7892,3.017045,19.89571,356.4346,20.67387,141.3811,1,-115.7412,2.87653,20.22853,48.67534,339.0139,320.3798
15.25032,1,-117.9034,3.014805,19.96392,356.7065,19.99436,140.346,1,-117.8581,2.880529,20.29978,47.98892,341.8284,324.179
15.35166,1,-119.9793,3.011695,20.032,355.8015,19.22639,139.9144,1,-119.9391,2.89156,20.36975,47.30445,348.7799,332.3195
15.45294,1,-122.0105,3.003694,20.09617,352.5566,18.25025,138.844,1,-121.9778,2.894912,20.43686,47.68107,345.5309,328.5853
15.55341,1,-123.9977,2.984715,20.15243,350.2317,16.74955,137.1056,1,-123.9701,2.903774,20.49823,48.59993,341.9826,325.6482
15.65513,1,-125.9285,2.974359,20.21151,343.2509,18.5172,135.5809,1,-125.9144,2.906187,20.55732,43.86979,333.2656,314.3122
15.75674,1,-127.7852,2.97717,20.2744,341.1121,18.49265,136.8697,1,-127.7791,2.912014,20.61944,44.11272,335.5826,317.5319
15.85894,1,-129.5768,2.977367,20.32648,340.7558,17.58308,137.4176,1,-129.569,2.909431,20.67239,43.21817,335.4124,318.687
15.9613,1,-131.2851,2.979065,20.36832,341.4481,17.30165,137.4689,1,-131.2782,2.904758,20.71539,43.09418,334.6281,318.5216
16.06544,1,-132.9049,2.979293,20.39985,341.606,17.00468,137.4723,1,-132.9007,2.901909,20.74693,41.98782,333.1465,315.9242
16.16869,1,-134.4296,2.979501,20.42273,341.6674,16.86996,137.3372,1,-134.4255,2.901674,20.7714,42.34642,332.818,316.3259
16.27444,1,-135.8563,2.979283,20.43778,341.6654,16.58197,137.2801,1,-135.8527,2.896057,20.78932,43.33927,332.103,316.4938
16.38264,1,-137.1903,2.98136,20.44658,341.9107,16.2793,137.7266,1,-137.1896,2.895254,20.79722,45.63166,333.7607,318.8142
16.49531,1,-138.6619,2.987799,20.4533,343.829,16.29493,138.4621,1,-138.6549,2.891562,20.80052,47.58184,334.9874,320.2995
16.59895,1,-139.856,2.996927,20.45628,351.5731,16.24554,140.0219,1,-139.8382,2.880351,20.80166,47.28692,335.0232,320.5362
16.70866,1,-141.157,3.00186,20.45762,351.695,15.31779,139.7386,1,-141.1348,2.875131,20.801,48.11415,334.5915,321.4328
16.81163,1,-142.1922,3.000149,20.45114,351.72,14.9998,139.7721,1,-142.1723,2.876512,20.79613,48.20395,334.0752,321.7184
16.91917,1,-143.1617,2.997839,20.44283,351.4233,15.11205,139.3915,1,-143.1437,2.879516,20.7889,48.60474,333.3726,321.1771
17.02139,1,-144.0673,2.992158,20.43153,350.3331,15.39404,138.7583,1,-144.0527,2.884638,20.78055,48.18793,332.1222,319.7216
17.12582,1,-144.9311,2.981461,20.4196,345.1484,16.08473,135.9995,1,-144.9161,2.893031,20.77091,48.04783,332.4051,319.8452
17.23393,1,-145.7578,2.983394,20.41105,345.7611,16.38194,136.8535,1,-145.743,2.893039,20.76189,48.06715,332.1982,319.2501
17.33485,1,-146.5486,2.986122,20.40359,346.4557,16.02708,137.3344,1,-146.5356,2.890026,20.75406,47.40084,332.1773,318.5282
17.44129,1,-147.3033,2.985669,20.39365,345.7634,15.84478,137.4397,1,-147.291,2.871083,20.74496,45.57627,332.1971,315.9519
17.54601,1,-148.0417,2.981864,20.38051,343.0205,16.36791,137.2166,1,-148.0233,2.844014,20.72714,53.05297,332.7155,313.5916
17.64956,1,-148.7939,2.978893,20.36527,342.1636,16.80917,137.1861,1,-148.7557,2.798371,20.6982,79.04144,0.951105,346.5939
17.75111,1,-149.5521,2.977989,20.35186,341.6593,16.44674,137.4937,1,-149.4942,2.783595,20.66761,80.5945,297.2479,284.3646
17.85372,1,-150.3189,2.97779,20.33582,340.536,16.55518,137.6272,1,-150.2641,2.788752,20.64691,80.68717,317.6662,303.95
17.95401,1,-151.096,2.978228,20.3186,340.9605,16.27876,137.5428,1,-151.0414,2.794914,20.62733,84.85513,10.31024,356.9326
18.07319,1,-152.0204,2.974751,20.29443,340.7306,15.86631,137.0128,1,-151.9471,2.797111,20.595,83.37177,112.208,101.8296
18.18284,1,-152.8228,2.967878,20.26968,339.2016,15.54521,136.1597,1,-152.7487,2.785585,20.55684,80.42097,77.87114,64.95715
18.28599,1,-153.644,2.952065,20.24523,333.6251,13.62049,132.7689,1,-153.5766,2.778023,20.52251,79.29649,91.73154,78.69858
18.39092,1,-154.4874,2.928479,20.21853,331.7472,9.293026,128.8381,1,-154.424,2.783505,20.49651,77.97777,114.6846,102.3016
18.49285,1,-155.3268,2.878241,20.17732,316.0693,14.48055,123.9023,1,-155.2857,2.782404,20.45772,80.50926,96.08908,83.18684
18.59885,1,-156.1825,2.814276,20.16885,283.4883,37.08535,100.8968,1,-156.1671,2.770272,20.40618,81.25695,86.47682,74.05875
18.71352,1,-157.2001,2.723032,20.1743,277.36,117.192,25.80477,1,-157.254,2.796666,20.36512,87.52235,156.6688,129.5506
18.81442,1,-158.0933,2.742795,20.12861,293.0275,226.5279,297.9967,1,-158.2408,2.842334,20.3513,53.14173,329.1085,283.9511
18.91877,1,-159.0187,2.802461,20.04527,285.6966,247.1287,270.7602,1,-159.1641,2.854704,20.31581,39.63595,324.7058,302.6432
19.0191,1,-159.9733,2.879458,19.923,318.466,20.609,106.2327,1,-160.093,2.92363,20.24497,26.22869,322.2733,311.1838
19.1225,1,-160.912,3.01637,19.80018,356.1773,17.53726,125.9788,1,-160.9873,3.046084,20.11934,10.65665,318.3697,334.0136
19.23586,1,-161.9152,3.087583,19.65741,352.2526,17.54008,179.7079,1,-161.9945,3.082188,19.90665,350.972,302.0842,340.9387
19.34337,1,-162.6655,3.00814,19.51308,340.9774,10.09871,161.3816,1,-162.7482,3.049633,19.78317,355.9955,305.6506,328.9209
19.45231,1,-163.3241,2.861562,19.359,302.8974,356.3493,140.2887,1,-163.443,2.933565,19.72862,26.82786,308.0231,287.9106
19.56115,1,-163.986,2.69912,19.30157,285.292,134.5982,355.7064,1,-164.0721,2.800416,19.60308,69.91126,351.9453,338.3794
19.66647,1,-164.6364,2.679521,19.26162,305.0243,192.9721,323.2579,1,-164.7358,2.75337,19.37284,65.3047,1.487355,359.1527
19.77241,1,-165.2715,2.757022,19.04413,312.4753,207.0275,350.319,1,-165.4198,2.893748,19.10671,65.7484,319.8473,297.9199
19.8813,1,-165.8104,2.868162,18.81153,314.5559,42.09752,148.3732,1,-166.0444,2.984211,18.91856,30.74887,312.441,303.8178
19.99278,1,-166.3623,2.988628,18.56048,343.9192,39.52549,103.2677,1,-166.5802,3.040837,18.66954,3.108066,309.604,327.0447
20.1048,1,-166.9344,3.065669,18.24664,1.879797,5.443348,100.4263,1,-167.0742,3.073175,18.38105,348.55,307.8442,335.1544
20.21742,1,-167.4202,3.089596,17.94577,0.3916709,338.0385,129.1043,1,-167.5172,3.059453,18.13334,348.8086,302.098,331.3499
20.32006,1,-167.8136,3.046674,17.67311,324.7895,327.724,186.9537,1,-167.9295,3.033523,17.93324,15.58267,279.0654,309.9102
20.4308,1,-168.1765,3.006938,17.43734,336.9168,345.7782,155.8404,1,-168.3752,2.942922,17.70986,25.49783,284.6186,291.3923
20.53572,1,-168.5088,2.945195,17.16116,313.85,340.8938,144.2328,1,-168.7153,2.887227,17.48415,42.08218,289.285,300.6205
20.64209,1,-168.7951,2.858176,16.94794,285.8873,332.5215,138.8696,1,-169.0274,2.823863,17.2445,50.31835,295.9562,315.6321
20.74907,1,-169.079,2.824989,16.75258,287.7425,354.6143,106.451,1,-169.3008,2.825572,16.99717,47.76507,280.0299,300.6808
20.85571,1,-169.3141,2.857889,16.54138,293.3864,14.76894,90.93987,1,-169.5395,2.854106,16.77867,53.40861,291.7143,308.3577
