TimeSinceStart,PosX,PosY,PosZ,RotX,RotY,RotZ,CurrentSpeed,SteeringAngle,AccPedal,BrakePedal
19.80521,1,0,0,0,0,0,0,0,0,0
20.01408,1,0,0.2705339,0,0,0,0,0,0,0
20.22266,1,0,0.6634657,0,0,0,0,0,0,0
20.43073,1,0,1.055628,0,0,0,0,0,0,0
20.63942,1,0,1.44911,0,0,0,0,0,0,0
20.8489,1,0,1.843933,0,0,0,0,0,0,0
21.05651,1,0,2.235258,0,0,0,0,0,0,0
21.26523,1,0,2.629061,0,0,0,0,0,0,0
21.47365,1,0,3.021862,0,0,0,0,0,0,0
21.68217,1,0,3.40336,0,0,0,0,0,0,0
21.89087,1,0,3.134288,0,0,0,0,0,0,0
22.09903,1,0,2.725145,0,0,0,0,0,0,0
22.30742,1,0,2.314898,0,0,0,0,0,0,0
22.51605,1,0,1.905437,0,0,0,0,0,0,0
22.72456,1,0,1.496227,0,0,0,0,0,0,0
22.93254,1,0,1.08816,0,0,0,0,0,0,0
23.14126,1,0,0.6784154,0,0,0,0,0,0,0
23.34982,1,0,0.26897,0,0,0,0,0,0,0
23.55822,1,0,-0.1404291,0,0,0,0,0,0,0
23.76638,1,0,-0.316978,0,0,0,0,0,0,0
23.9749,1,0,-0.316978,0,0,0,0,0,0,0
24.18345,1,0,-0.316978,0,0,0,0,0,0,0
24.3921,1,0,-0.316978,0,0,0,0,0,0,0
24.60022,1,0,-0.316978,0,0,0,0,0,0,0
