TimeSinceStart,IsLeftTracked,LeftPosX,LeftPosY,LeftPosZ,LeftRotX,LeftRotY,LeftRotZ,IsRightTracked,RightPosX,RightPosY,RightPosZ,RightRotX,RightRotY,RightRotZ
6.472493,0,0,0,0,0,0,0,1,0.1248664,1.997724,-0.04118934,11.45083,74.34148,288.1445
6.68098,0,0,0,0,0,0,0,1,0.1277593,1.993196,-0.01679948,11.40388,70.23292,287.2962
6.889486,0,0,0,0,0,0,0,1,0.1075656,1.986975,0.0002307743,12.94955,58.91204,281.2234
7.098045,0,0,0,0,0,0,0,1,0.0008138642,1.92713,0.04349406,5.586188,38.73316,283.619
7.306399,0,0,0,0,0,0,0,1,-0.1750644,1.815672,0.06015107,13.36046,354.4245,279.3395
7.514791,1,-0.6588836,1.239006,-0.6970191,299.3665,47.74696,123.7304,1,-0.344905,1.661198,-0.00796251,17.7165,313.6037,272.9881
7.723138,1,-0.5892589,1.342044,-0.5982705,297.9734,87.87247,98.07792,1,-0.4627646,1.529256,-0.132278,29.66727,287.5764,266.6135
7.931713,1,-0.5653605,1.357554,-0.5729818,305.1949,118.0714,71.55953,1,-0.5218036,1.44652,-0.28399,39.87335,264.5605,263.4017
8.138315,1,-0.5539276,1.354451,-0.5823301,304.2326,115.3482,72.24126,1,-0.5444995,1.420646,-0.33607,45.09456,262.8348,274.7215
8.346707,1,-0.4971501,1.40464,-0.7112305,310.8164,111.8397,64.22861,1,-0.5475134,1.351776,-0.2965524,39.59962,289.7152,314.5659
8.555547,1,-0.3934523,1.50096,-0.8796308,312.7434,82.08578,77.99233,1,-0.5726185,1.273761,-0.1784456,29.78972,322.9267,350.9024
8.763763,1,-0.2241906,1.596413,-0.9520334,324.6775,69.4496,76.36961,1,-0.5988899,1.30813,-0.1015474,33.70485,351.7423,355.5549
8.972505,1,-0.03057559,1.648166,-0.9447777,334.9631,54.84092,76.68002,1,-0.6130537,1.354213,-0.07030429,33.13567,0.6219983,349.2165
9.180961,1,0.1515087,1.627786,-0.8865758,337.1762,37.78854,71.04171,0,0,0,0,0,0,0
9.389628,1,0.2116513,1.62058,-0.8398972,345.4348,29.14586,67.50209,0,0,0,0,0,0,0
9.598228,1,0.1579684,1.630295,-0.873928,343.0638,29.43836,69.86073,0,0,0,0,0,0,0
9.806398,1,-0.01403514,1.613585,-0.9443083,329.938,41.88183,78.05494,0,0,0,0,0,0,0
10.01523,1,-0.2448724,1.560415,-0.9367104,319.8708,61.89367,86.33555,1,-0.5943037,1.435216,-0.2201013,31.199,325.4498,323.8611
10.22329,1,-0.4781061,1.45239,-0.7841877,303.7872,70.42873,111.098,1,-0.5699247,1.425513,-0.2654653,39.39714,279.4932,290.3015
10.43183,1,-0.6133966,1.362256,-0.5960592,325.8217,57.1408,163.0059,1,-0.4657086,1.418323,-0.3186538,43.9147,252.1341,281.3467
10.64004,1,-0.5090874,1.441553,-0.4282016,301.3871,140.4225,113.9319,1,-0.4495598,1.265326,-0.2949417,26.07541,320.9852,15.70442
10.84844,1,-0.4181019,1.264516,-0.3805062,327.9784,117.4724,202.1678,1,-0.4412892,1.388242,-0.1710796,50.98535,327.2744,315.3845
11.05759,1,-0.5273395,1.367195,-0.2993259,339.8059,86.08887,178.6921,1,-0.3221891,1.297726,-0.2958898,43.91366,322.7216,3.05899
11.26531,1,-0.3648416,1.393168,-0.2838185,6.644287,135.4139,171.4782,1,-0.289511,1.114887,-0.215128,57.55994,16.5672,19.38313
11.47373,1,-0.4473001,1.188897,-0.3439995,16.17454,159.3547,216.1664,1,-0.1565083,1.198694,-0.1135325,34.527,238.7703,202.8427
11.682,1,-0.4626601,1.119571,-0.42842,2.727537,141.3482,224.8462,1,-0.02664599,1.29213,-0.03442079,8.283175,245.3492,227.2898
11.89071,1,-0.3487776,1.162369,-0.2737995,343.2038,86.75356,215.8816,1,-0.03673699,1.311474,-0.04030591,55.50667,263.653,242.4609
12.09875,1,-0.2928686,1.154767,-0.2257796,277.7731,208.2775,53.25142,1,-0.1144144,1.203136,-0.08026928,40.04086,349.5011,359.0867
12.30729,1,-0.3427376,1.286338,-0.3089932,320.8384,215.0956,37.93254,1,-0.1449488,1.111963,-0.06798328,27.61782,7.013566,16.73252
12.51532,1,-0.4290198,1.387416,-0.4458163,346.908,203.7517,54.13621,1,-0.1261209,1.065128,-0.06434181,23.82169,16.92567,36.19637
12.72386,1,-0.4627176,1.375847,-0.4968903,312.698,154.8107,84.65456,1,-0.113823,1.075016,-0.1200908,30.09336,27.6864,40.84843
12.93222,1,-0.5222313,1.314141,-0.485705,22.17567,81.03854,151.4836,1,-0.2438785,1.165545,-0.2222804,10.01838,7.131945,335.9482
13.14069,1,-0.5924047,1.388431,-0.4236806,43.30005,81.91147,145.5237,1,-0.3495735,1.315043,-0.1873352,355.9761,10.53274,306.1912
13.34858,1,-0.6351884,1.408357,-0.3488586,38.53238,71.20653,150.1067,1,-0.3949052,1.370025,-0.1174638,347.1378,18.81666,334.2032
13.55713,1,-0.484541,1.382987,-0.4008305,26.67992,100.3461,159.7482,1,-0.2456367,1.276821,-0.1580171,356.4593,358.9296,305.9254
13.76542,1,-0.3241994,1.283762,-0.3861568,343.3341,116.3942,145.4754,1,-0.1256451,1.139745,-0.2181209,36.89412,343.6438,300.5917
13.97399,1,-0.2159967,1.230801,-0.1994185,334.0061,115.8855,169.086,1,-0.07144742,1.102717,-0.2110552,47.247,23.24702,12.11838
14.18219,1,-0.1522545,1.151619,-0.06027341,348.8278,122.6808,199.3524,1,0.01326869,1.053003,-0.1651894,30.13216,47.65076,26.47266
14.39055,1,-0.1043466,1.103911,-0.02179755,348.7607,119.0459,207.5683,1,0.1561624,1.037444,-0.1318419,26.16039,72.68839,32.11578
14.59872,1,-0.07970418,1.054881,-0.006753907,319.4677,107.9823,203.4633,1,0.2519679,1.067254,-0.1017363,44.1932,80.5062,8.877168
14.8074,1,-0.0774682,1.097629,0.02330896,282.7785,62.98063,226.1394,1,0.2981792,1.132675,-0.06064107,57.25716,87.51199,344.4768
15.01555,1,-0.08274122,1.124671,0.1227638,291.6527,322.9169,314.0699,1,0.3022001,1.140237,-0.005506083,37.21808,93.35655,348.9411
15.22403,1,-0.05217242,1.118124,0.1808527,289.2417,76.32882,218.1854,1,0.2804227,1.095775,0.02994511,3.171394,68.84081,9.152896
15.43167,1,-0.07653851,1.031862,0.190771,322.0584,92.91359,203.5935,1,0.3286851,1.044454,0.07263523,21.93913,102.3996,13.27668
15.64041,1,-0.09734366,0.9520257,0.1531872,340.3099,87.43135,211.9666,1,0.3410999,0.9733846,0.1043072,19.12754,99.93256,22.46501
15.84866,1,-0.08121481,0.920216,0.1492941,347.7193,81.5238,216.587,1,0.3376549,0.9360656,0.1403604,19.54802,102.8714,30.94736
16.05744,1,-0.07242199,0.8890551,0.1537981,352.3353,80.44645,214.2515,1,0.3345888,0.8992629,0.1773806,20.77812,100.5381,33.80462
16.26547,1,-0.07695968,0.8774058,0.1543271,353.1917,76.21525,212.385,1,0.3265077,0.876554,0.1941293,20.96295,100.1995,32.11875
16.47391,1,-0.0844624,0.8972862,0.1309262,329.3819,65.80081,207.2675,1,0.3420834,0.8613421,0.1701976,29.78479,112.3572,32.17382
16.68182,1,-0.06449658,0.9217453,0.09781679,307.268,28.53933,237.6361,1,0.3895567,0.8717459,0.1518937,19.89011,99.01823,3.233653
16.89049,1,-0.03219545,0.9504013,0.09337322,313.3785,356.7962,272.92,1,0.4412492,0.865306,0.1740545,15.153,102.1148,357.1736
17.09882,1,0.01316709,0.969116,0.1318378,310.5231,357.1023,294.417,1,0.4252585,0.8781987,0.1850743,24.93561,106.7809,20.87747
17.30703,1,0.05437714,0.9943399,0.1637675,305.3669,65.76065,229.304,1,0.4150189,0.8605261,0.1816075,26.43849,112.1421,31.08197
17.51525,1,0.03470359,0.9970425,0.2007944,305.9858,81.08757,211.1872,1,0.3887284,0.8570753,0.1940342,26.35398,102.9725,29.40172
17.72359,1,-0.003317669,1.019161,0.1741585,304.3605,67.65778,215.7443,1,0.3553089,0.8633205,0.2284449,27.8175,97.75539,31.17034
17.93192,1,-0.03398466,1.028416,0.1447754,304.3171,41.14816,237.1969,1,0.3742468,0.8918658,0.2483744,32.77738,105.2769,34.80761
18.14052,1,-0.02113096,1.047126,0.1788875,304.4847,35.19593,241.8995,1,0.411107,0.9416907,0.1956328,37.21104,122.8494,33.56576
18.34868,1,-0.003037859,1.052318,0.2017033,300.8016,34.46078,252.6066,1,0.4207354,0.9565763,0.1092525,37.87878,125.3966,26.77052
18.55699,1,0.006564278,1.05053,0.2036877,300.179,48.68312,244.7932,1,0.3459351,0.93818,0.06815735,31.34802,112.1796,18.45428
18.7653,1,-0.008205868,1.076215,0.1998381,297.1451,53.76551,242.7888,1,0.2611118,0.9023939,0.09647928,26.58178,101.43,19.85775
18.9735,1,-0.07773338,1.091612,0.1761458,289.1236,12.59481,271.3456,1,0.2372544,0.8802808,0.1300495,17.44947,102.1372,25.2853
19.18161,1,-0.1385864,1.08533,0.1272491,290.0636,10.49471,265.5327,1,0.232341,0.8708973,0.1476644,27.51927,109.8566,33.0629
19.39164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.59533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.80521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.01408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.22266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.43073,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.63942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.8489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.05651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.26523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.47365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.68217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.89087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.09903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.30742,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.51605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.72456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.93254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.14126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.34982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.55822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.76638,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.9749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.18345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.60022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
