TimeSinceStart,TrackPhase,PosX,PosY,PosZ,RotX,RotY,RotZ,CurrentSpeed,SteeringAngle,AccPedal,BrakePedal
14.69403,0,-105.8114,2.905845,19.74165,359.9826,269.2471,1.678699E-05,38.21795,-362.0858,0,0
14.81364,0,-108.4649,2.905845,19.81084,359.9826,269.3376,1.733477E-05,37.51796,-363.4764,0,0
14.92976,0,-111.0692,2.905845,19.88336,359.9826,269.4378,1.554385E-05,36.81797,-363.5977,0,0
15.03508,0,-113.2624,2.905845,19.94805,359.9826,269.5256,1.552634E-05,36.21798,-363.5129,0,0
15.14933,0,-115.7755,2.905845,20.02614,359.9826,269.6203,1.600659E-05,35.51799,-363.5003,0,0
15.25032,0,-117.8905,2.905845,20.09498,359.9826,269.6932,1.532457E-05,34.918,-363.0478,0,0
15.35166,0,-119.9695,2.905845,20.16508,359.9826,269.7586,1.652269E-05,34.28428,-362.9053,0,0.04
15.45294,0,-122.0053,2.905845,20.23592,359.9826,269.8084,1.552551E-05,33.48174,-361.3602,0,0.04
15.55341,0,-123.9929,2.905845,20.30508,359.9826,269.7868,1.428403E-05,32.6808,-359.114,0,0.04
15.65513,0,-125.9285,2.905845,20.3717,359.9826,269.7658,1.604327E-05,31.60569,-359.0032,0,0.12
15.75674,0,-127.7935,2.905845,20.43281,359.9826,269.5891,1.579565E-05,30.39601,-349.0805,0,0.12
15.85894,0,-129.5856,2.905845,20.48371,359.9826,269.3415,1.564473E-05,29.09769,-347.454,0,0.17
15.9613,0,-131.2941,2.905845,20.52484,359.9826,269.0905,1.595906E-05,27.6276,-346.001,0,0.17
16.06544,0,-132.9142,2.905845,20.55623,359.9826,268.8232,1.534291E-05,26.11548,-345.1329,0,0.2
16.16869,0,-134.4401,2.905845,20.57879,359.9826,268.5695,1.718053E-05,24.48293,-345.1405,0,0.2
16.27444,0,-135.8671,2.905845,20.59371,359.9826,268.3292,1.685953E-05,22.82551,-345.1976,0,0.2
16.38264,0,-137.2027,2.905877,20.60228,359.9767,268.1038,0.008257126,21.54961,-345.2,0,0.11
16.49531,0,-138.672,2.905845,20.60599,359.9826,267.8839,1.60958E-05,20.22992,-345.8577,0,0.11
16.59895,0,-139.8566,2.905845,20.60484,359.9826,267.7047,1.538127E-05,19.05986,-345.8988,0,0.11
16.70866,0,-141.1534,2.905845,20.60023,359.9826,267.5774,1.591154E-05,17.75645,-352.2327,0,0.11
16.81163,0,-142.1906,2.905845,20.59501,359.9826,267.4984,1.611164E-05,16.64457,-353.2666,0,0.09
16.91917,0,-143.1616,2.905845,20.58888,359.9826,267.4328,1.639012E-05,15.56062,-354.6725,0,0.09
17.02139,0,-144.0695,2.905845,20.58236,359.9826,267.3842,1.562973E-05,14.65447,-355.0852,0,0
17.12582,0,-144.9337,2.905845,20.57535,359.9826,267.3278,1.594239E-05,14.05447,-353.0972,0,0
17.23393,0,-145.7619,2.905845,20.56732,359.9826,267.2383,1.678782E-05,13.45447,-350.4025,0,0
17.33485,0,-146.554,2.905845,20.55842,359.9826,267.1531,1.584484E-05,12.85446,-350.3029,0,0
17.44129,0,-147.3102,2.905845,20.54873,359.9826,267.0646,1.624421E-05,12.37512,-349.5593,0.11,0
17.54601,0,-148.0554,2.905845,20.53802,359.9826,266.9753,1.624338E-05,12.49032,-349.5016,0.11,0
17.64956,0,-148.8076,2.905845,20.52584,359.9826,266.8661,1.57748E-05,12.60423,-346.5351,0.11,0
17.75111,0,-149.5669,2.905845,20.512,359.9826,266.7527,1.581065E-05,12.74107,-346.0177,0.14,0
17.85372,0,-150.3348,2.905845,20.49635,359.9826,266.6251,1.676865E-05,12.88472,-344.8586,0.14,0
17.95401,0,-151.1121,2.905845,20.47877,359.9826,266.5007,1.592405E-05,13.09021,-344.1318,0.24,0
18.07319,0,-152.0362,2.905845,20.4555,359.9826,266.339,1.653102E-05,13.37626,-343.9487,0.24,0
18.18284,0,-152.8456,2.905845,20.43281,359.9826,266.1858,1.583984E-05,13.69164,-343.9013,0.31,0
18.28599,0,-153.6744,2.905845,20.40741,359.9826,266.0342,1.71847E-05,14.01139,-342.9386,0.31,0
18.39092,0,-154.5224,2.905804,20.37844,359.9894,265.8358,359.9915,14.33666,-337.8782,0.31,0
18.49285,0,-155.3897,2.905845,20.34554,359.9826,265.6066,1.636344E-05,14.65266,-337.6079,0.31,0
18.59885,0,-156.2759,2.905845,20.30789,359.9826,265.3042,1.590653E-05,14.98127,-321.5904,0.31,0
18.71352,0,-157.3308,2.905845,20.25352,359.9826,264.7596,1.639679E-05,15.20496,-312.7255,0.15,0
18.81442,0,-158.2449,2.905845,20.19835,359.9826,264.2759,1.615E-05,15.35632,-312.506,0.15,0
18.91877,0,-159.1667,2.905845,20.12873,359.9826,263.289,1.827109E-05,15.38284,-255.5038,0,0
19.0191,0,-160.0698,2.905845,20.04233,359.9826,262.2148,1.477845E-05,14.78284,-250.7567,0,0
19.1225,0,-160.935,2.905845,19.94191,359.9826,260.9824,1.626589E-05,14.18283,-224.9746,0,0
19.23586,0,-161.8959,2.905845,19.80473,359.9826,259.4658,1.705546E-05,13.48283,-211.4574,0,0
19.34337,0,-162.6778,2.905845,19.67253,359.9826,258.1,1.799845E-05,12.88283,-201.9202,0,0
19.45231,0,-163.4193,2.905845,19.52217,359.9826,256.246,1.503609E-05,12.28283,-157.9639,0,0
19.56115,0,-164.1207,2.905845,19.35667,359.9826,254.4794,1.727141E-05,11.68282,-155.9453,0,0
19.66647,0,-164.7811,2.905845,19.17647,359.9826,252.485,1.676115E-05,11.08282,-91.32341,0,0
19.77241,0,-165.3994,2.905864,18.98114,359.9826,250.3692,1.637178E-05,10.48282,-81.48233,0,0
19.8813,0,-165.9758,2.905869,18.77431,359.9826,248.1966,1.698293E-05,9.882817,-42.53,0,0
19.99278,0,-166.5073,2.905869,18.55206,359.9826,245.4471,1.866129E-05,9.282815,14.82648,0,0
20.1048,0,-166.9954,2.905869,18.32041,359.9826,242.852,1.606495E-05,8.682813,16.76317,0,0
20.21742,0,-167.4389,2.905869,18.08094,359.9826,240.0353,1.468924E-05,8.08281,74.29765,0,0
20.32006,0,-167.84,2.905955,17.8396,359.9826,237.5165,1.483348E-05,7.482811,77.89407,0,0
20.4308,0,-168.2586,2.905976,17.56427,359.9826,235.0699,1.487934E-05,6.782812,80.67651,0,0
20.53572,0,-168.6263,2.905976,17.30076,359.9826,232.9225,1.740314E-05,6.082812,82.62605,0,0
20.64209,0,-168.946,2.905976,17.05448,359.9826,231.0108,1.452916E-05,5.382813,82.69834,0,0
20.74907,0,-169.2193,2.905976,16.82848,359.9826,229.205,1.298461E-05,4.682814,117.1932,0,0
20.85571,0,-169.4493,2.905976,16.62693,359.9826,227.7026,1.610164E-05,3.982814,119.8316,0,0
20.96965,0,-169.6616,2.905976,16.42983,359.9826,226.2044,1.680867E-05,3.182815,129.6302,0,0
21.07509,0,-169.8128,2.905976,16.28238,359.9826,225.0749,1.578898E-05,2.989825,134.1447,0.01,0
21.182,0,-169.9594,2.905976,16.13354,359.9826,223.9373,1.618668E-05,3.000516,134.2966,0.01,0
21.28978,0,-170.1035,2.905976,15.98126,359.9826,222.7823,1.492686E-05,3.065523,134.5787,0.45,0
21.40257,0,-170.2576,2.905976,15.81178,359.9826,221.5556,1.658355E-05,3.573064,134.5996,0.45,0
21.51369,0,-170.43,2.905976,15.61142,359.9826,220.0231,1.816145E-05,4.073137,134.6,0.45,0
21.61464,0,-170.5941,2.905976,15.41076,359.9826,218.5466,1.71255E-05,4.778314,134.6,0.76,0
21.71959,0,-170.8115,2.905976,15.12708,359.9826,216.4375,1.47943E-05,5.575987,134.6,0.76,0
21.82733,0,-171.0527,2.905976,14.79086,359.9826,214.2817,1.641471E-05,6.399554,134.6,0.77,0
21.93862,0,-171.3108,2.905976,14.39612,359.9826,211.7065,1.722722E-05,7.256437,134.6,0.77,0
22.05594,0,-171.5786,2.905976,13.93582,359.9826,208.6188,1.754488E-05,8.159867,134.6,0.77,0
22.16629,0,-171.8474,2.906134,13.40764,359.9636,205.2226,359.9935,8.954353,134.6,0.72,0
22.28042,0,-172.1053,2.905976,12.81193,359.9826,201.448,1.618272E-05,9.776103,133.325,0.72,0
22.3812,0,-172.3064,2.905976,12.25007,359.9826,197.8057,1.639074E-05,10.11252,132.82,0.14,0
22.49484,0,-172.5033,2.905976,11.56797,359.9826,193.8784,1.571727E-05,10.27161,132.8003,0.14,0
22.61374,0,-172.6552,2.905976,10.86289,359.9826,189.9746,1.738157E-05,10.31007,99.71236,0,0
22.72787,0,-172.7561,2.905976,10.17209,359.9826,186.1877,1.57033E-05,9.610065,98.03177,0,0
22.83336,0,-172.8057,2.905976,9.614607,359.9826,183.328,1.532431E-05,9.010062,59.25592,0,0
22.95036,0,-172.8297,2.905976,9.007396,359.9826,180.3572,1.473031E-05,8.31006,53.50965,0,0
23.05264,0,-172.8263,2.905976,8.525379,359.9826,178.0075,1.532775E-05,7.710059,40.34037,0,0
23.1558,0,-172.8103,2.905976,8.079218,359.9826,176.3176,1.674999E-05,7.110059,-28.37685,0,0
23.25729,0,-172.7842,2.905925,7.669545,359.9871,174.7901,359.9884,6.51006,-32.28275,0,0
23.36135,0,-172.751,2.905976,7.296288,359.9826,173.4249,1.6607E-05,5.91006,-69.31152,0,0
23.46333,0,-172.7155,2.905976,6.959258,359.9826,172.4072,1.641941E-05,5.310061,-91.3054,0,0
23.56624,0,-172.6786,2.905976,6.658531,359.9826,171.5002,1.597636E-05,4.710062,-92.17718,0,0
23.66771,0,-172.6426,2.905976,6.393896,359.9826,170.75,1.702576E-05,4.110062,-119.9736,0,0
23.76972,0,-172.607,2.905976,6.152407,359.9826,170.1115,1.637615E-05,4.154589,-124.547,0.17,0
23.87349,0,-172.5671,2.905957,5.902327,359.9826,169.4304,1.610455E-05,4.330991,-130.5368,0.17,0
23.97668,0,-172.5228,2.906127,5.641771,359.923,168.7294,0.02345653,4.560532,-138.5361,0.33,0
24.08078,0,-172.4724,2.90589,5.364811,359.9826,168.0777,1.738834E-05,4.904066,-138.8908,0.33,0
24.18412,0,-172.4145,2.90589,5.068188,359.9826,167.3157,1.78886E-05,5.245086,-141.7019,0.33,0
24.28979,0,-172.3483,2.90589,4.751886,359.9826,166.5183,1.715489E-05,5.625478,-143.3418,0.39,0
24.39276,0,-172.2724,2.905876,4.413307,359.9826,165.6587,1.594697E-05,6.027048,-143.3985,0.39,0
24.49626,0,-172.1875,2.905876,4.051901,359.9826,164.9524,1.588069E-05,6.430726,-193.8347,0.39,0
24.60092,0,-172.0924,2.905877,3.667164,359.9826,164.2271,1.512488E-05,6.870299,-198.1776,0.42,0
24.70571,0,-171.9862,2.905877,3.257889,359.9826,163.5355,1.541337E-05,7.310422,-233.5141,0.42,0
24.8084,0,-171.8703,2.905797,2.823717,-0.0005155465,163.0215,0.004443745,7.770939,-253.6092,0.48,0
24.9122,0,-171.7427,2.905876,2.362788,359.9826,162.4676,1.510216E-05,8.269193,-254.3805,0.48,0
25.02619,0,-171.5817,2.905877,1.789923,359.9826,162.1658,1.642159E-05,8.819725,-320.3511,0.49,0
25.13121,0,-171.4336,2.905877,1.268916,359.9826,161.9568,1.610706E-05,9.334284,-324.294,0.49,0
25.23848,0,-171.2507,2.905874,0.6263561,359.9826,161.9339,1.617605E-05,9.859918,-362.9282,0.49,0
25.34802,0,-171.0858,2.905874,0.04411834,359.9826,161.9818,1.567308E-05,10.39665,-366.8071,0.49,0
25.44924,0,-170.915,2.905898,-0.5697212,359.9767,162.2768,359.99,10.89264,-407.9321,0.49,0
25.5527,0,-170.741,2.905874,-1.21283,359.9826,162.6481,1.628861E-05,11.39959,-415.7474,0.49,0
25.66598,0,-170.5346,2.905874,-2.00067,359.9826,163.1446,1.681972E-05,11.95468,-417.5079,0.49,0
25.77348,0,-170.3555,2.905874,-2.709666,359.9826,163.6311,1.527892E-05,12.48141,-417.9857,0.49,0
25.87967,0,-170.1753,2.905874,-3.450339,359.9826,164.1432,1.567996E-05,13.00174,-421.7435,0.49,0
25.98279,0,-169.9956,2.905874,-4.222941,359.9826,164.7443,1.536501E-05,13.50706,-426.6767,0.49,0
26.08924,0,-169.8174,2.905874,-5.02711,359.9826,165.3509,1.514823E-05,14.02864,-426.8948,0.49,0
26.20008,0,-169.6143,2.905874,-6.004529,359.9826,166.2014,1.527934E-05,14.54603,-443.1838,0.41,0
26.30446,0,-169.4475,2.905874,-6.872459,359.9826,167.0122,1.521743E-05,14.97395,-444.2698,0.41,0
26.40528,0,-169.2904,2.905874,-7.768115,359.9826,167.9932,1.721888E-05,15.38732,-460.5022,0.41,0
26.51164,0,-169.1499,2.905874,-8.666225,359.9826,169.0383,1.620482E-05,14.78732,-463.0284,0,0
