TimeSinceStart,PosX,PosY,PosZ,RotX,RotY,RotZ,CurrentSpeed,SteeringAngle,AccPedal,BrakePedal
3.341314,-0.02728479,2.91612,0.4382032,-1.279194E-05,358.032,1.073743E-06,0,-3.599991,0,0
3.453039,-0.0272939,2.916018,0.4382403,-2.24345E-05,358.0334,1.148738E-05,0,-3.599991,0,0
3.563522,-0.027281,2.915957,0.4382343,-2.109527E-05,358.0338,1.488041E-05,0,-3.599991,0,0
3.676207,-0.02726255,2.915987,0.4382913,-1.152594E-05,358.0341,1.977515E-07,0,-3.599991,0,0
3.789579,-0.02723286,2.915999,0.4383341,-4.946882E-06,358.0344,1.033316E-05,0,-3.599991,0,0
3.901201,-0.02725764,2.916025,0.4383665,-4.519845E-06,358.0327,1.03259E-05,0,-3.599991,0,0
4.011229,-0.02727361,2.916,0.4384119,-1.270396E-05,358.032,6.196374E-06,0,-3.599991,0,0
4.118057,-0.02735409,2.915972,0.4384185,-1.606043E-05,358.0325,9.670063E-06,0,-3.599991,0,0
4.222805,-0.02758262,2.91594,0.4381437,-1.77234E-05,358.0267,1.22616E-05,0,-3.599991,0,0
4.327414,-0.02769849,2.915936,0.438024,-4.180642E-06,358.0266,5.196163E-06,0,-3.599991,0,0
4.429581,-0.02787051,2.915941,0.4378831,-1.946033E-05,358.0266,1.058349E-05,0,-3.599991,0,0
4.531036,-0.02798402,2.915959,0.4377977,-7.802372E-07,358.0262,4.283575E-06,0,-3.599991,0,0
4.644812,-0.02813074,2.915939,0.4376638,-5.17408E-06,358.0276,-2.900028E-06,0,-3.599991,0,0
4.75865,-0.02825183,2.915876,0.4375527,-1.177653E-05,358.0283,1.045097E-05,0,-3.599991,0,0
4.872129,-0.02838814,2.915778,0.4374706,2.999211E-06,358.031,5.889792E-07,0,-3.599991,0,0
4.983158,-0.02849501,2.915695,0.4374218,-1.271862E-05,358.032,5.342607E-06,0,-3.599991,0,0
5.09297,-0.02860239,2.915603,0.4373855,-2.744702E-05,358.032,1.797896E-05,0,-3.599991,0,0
5.202393,-0.02866718,2.915549,0.437365,-2.710812E-05,358.032,1.284897E-05,0,-3.599991,0,0
5.311245,-0.02878875,2.915454,0.4373185,-9.318147E-06,358.0309,4.430264E-06,0,-3.599991,0,0
5.41807,-0.02895039,2.915321,0.437254,-9.638313E-06,358.0309,4.435766E-06,0,-3.599991,0,0
5.525475,-0.02923566,2.915909,0.4367525,359.9529,358.0594,0.06457728,0,-3.599991,0,0
5.631487,-0.0294283,2.914917,0.4370725,-2.457404E-05,358.0313,8.108446E-06,0,-3.599991,0,0
5.736786,-0.02957278,2.914795,0.4370202,-2.807921E-05,358.032,6.033436E-06,0,-3.599991,0,0
5.843416,-0.02984399,2.914644,0.4369189,-1.469097E-05,358.034,2.387135E-06,0,-3.599991,0,0
5.947931,-0.02984601,2.914712,0.436921,-1.921722E-05,358.0337,-9.722512E-08,0,-3.599991,0,0
6.054434,-0.02983564,2.914787,0.4369471,-1.279562E-05,358.0351,8.599431E-07,0,-3.599991,0,0
6.162373,-0.02992463,2.914694,0.437,-9.376876E-06,358.0366,1.014705E-06,0,-3.599991,0,0
6.27235,-0.03007859,2.914646,0.4370266,-1.878302E-05,358.0337,3.223377E-07,0,-3.599991,0,0
6.377773,-0.03030038,2.914561,0.437194,-1.697289E-05,358.0334,6.269495E-06,0,-5.707451,0,0
6.482553,-0.03053969,2.914397,0.4372471,-1.830479E-05,358.0315,3.303565E-06,0,-5.991617,0,0
6.585833,-0.03066134,2.914323,0.4372558,-1.321145E-05,358.0283,1.508379E-06,0,-5.795476,0,0
6.690912,-0.03087181,2.914021,0.4373767,-2.387621E-05,358.0236,2.119901E-06,0,-5.703203,0,0
6.796413,-0.03097486,2.91387,0.4374372,-1.272938E-05,358.0205,-1.488141E-06,0,-5.700073,0,0
6.901777,-0.03109539,2.913681,0.4374454,-2.36996E-05,358.0154,-1.650919E-08,0,-5.700001,0,0
7.00831,-0.03124523,2.913622,0.4374839,-2.546953E-05,358.0164,2.575988E-06,0,-5.7,0,0
7.11149,-0.03147227,2.913515,0.4373955,-9.361906E-06,358.0135,1.870366E-06,0,-5.7,0,0
7.216835,-0.03162718,2.913447,0.4373405,-4.079176E-06,358.0132,1.778795E-06,0,-5.7,0,0
7.318729,-0.03168905,2.913428,0.4373537,-2.476228E-05,358.0085,6.408623E-06,0,-5.7,0,0
7.421585,-0.0317409,2.91342,0.4374151,-2.973325E-06,358.0027,9.058608E-07,0,-5.7,0,0
7.523115,-0.03184915,2.913395,0.437427,-8.095956E-06,358.0012,9.952669E-07,0,-5.7,0,0
7.624264,-0.03185266,2.913391,0.4374509,-1.285137E-05,357.9975,-2.337506E-06,0,-5.7,0,0
7.728651,-0.03190601,2.913341,0.4374806,8.904827E-06,357.9938,-3.572059E-06,0,-5.7,0,0
7.832043,-0.03198087,2.913281,0.4375038,-2.297704E-05,357.9915,4.672964E-06,0,-5.7,0,0
7.938381,-0.03207314,2.913247,0.4374919,-2.815953E-05,357.989,1.348261E-06,0,-5.7,0,0
8.044395,-0.03217864,2.913193,0.4374466,5.998874E-08,357.9873,3.415094E-06,0,-5.7,0,0
8.151125,-0.03214467,2.913056,0.4373269,-1.013993E-05,357.9802,6.157017E-06,0,-5.7,0,0
8.257988,-0.03206426,2.912994,0.4372403,-1.185481E-05,357.9762,5.760647E-06,0,-5.7,0,0
8.365883,-0.03194875,2.912893,0.4370445,7.560582E-08,357.9707,4.268868E-06,0,-5.7,0,0
8.473137,-0.03198439,2.912794,0.4370162,-1.411755E-05,357.9677,-1.457683E-06,0,-5.7,0,0
8.579458,-0.03201133,2.912733,0.4369646,-5.732632E-06,357.9641,1.809946E-06,0,-5.7,0,0
8.683224,-0.03212768,2.912639,0.4369237,-7.181151E-06,357.9621,4.397943E-06,0,-5.7,0,0
8.785976,-0.03222722,2.91255,0.4369468,-8.949417E-06,357.9592,1.013446E-06,0,-5.7,0,0
8.886358,-0.03230935,2.912467,0.4369145,-1.324887E-05,357.957,5.360505E-06,0,-5.7,0,0
8.987719,-0.0324083,2.912302,0.4368639,-2.596391E-05,357.9551,4.733604E-06,0,-5.7,0,0
9.090704,-0.0326035,2.912146,0.4368917,-8.690308E-06,357.9577,3.57108E-06,0,-5.7,0,0
9.191832,-0.03271955,2.912057,0.4368866,-1.425508E-05,357.9588,2.816084E-06,0,-5.7,0,0
9.296272,-0.03285509,2.911989,0.436873,-3.872452E-06,357.9554,-1.63899E-06,0,-5.7,0,0
9.406906,-0.03287548,2.911988,0.4368718,-7.516E-06,357.9508,9.528934E-06,0,-5.7,0,0
9.514561,-0.03289062,2.911989,0.4368712,-1.40302E-06,357.9474,-6.807247E-06,0,-5.7,0,0
9.623671,-0.03296274,2.911957,0.436853,-1.994115E-05,357.9445,7.190122E-06,0,-5.7,0,0
9.729544,-0.03298694,2.911946,0.4368463,-2.027613E-05,357.9444,1.232043E-05,0,-5.7,0,0
9.839329,-0.03301597,2.911932,0.4368379,-2.607272E-06,357.9444,-2.515369E-06,0,-5.7,0,0
9.950628,-0.03302652,2.911927,0.4368358,-2.043695E-05,357.9439,3.355897E-06,0,-5.7,0,0
10.0666,-0.03302872,2.911927,0.4368361,2.134434E-06,357.9434,-3.831219E-08,0,-5.7,0,0
10.1866,-0.03302276,2.911927,0.4368355,-9.695893E-06,357.9449,7.006291E-06,0,-5.7,0,0
10.30605,-0.03300864,2.911927,0.4368364,-1.279132E-05,357.948,1.083128E-06,0,-5.7,0,0
10.42605,-0.03303134,2.911913,0.4368326,-1.606491E-05,357.9472,9.041813E-06,0,-5.7,0,0
10.54605,-0.03304207,2.911896,0.4368293,-6.77864E-06,357.9502,3.003676E-06,0,-5.7,0,0
10.66605,-0.03305209,2.911885,0.4368286,-4.968359E-06,357.9511,-3.220586E-06,0,-5.7,0,0
10.78605,-0.03305888,2.911884,0.4368283,-9.41203E-07,357.9501,7.062725E-06,0,-5.7,0,0
10.90605,-0.03305668,2.911884,0.4368289,-6.517838E-07,357.9505,-6.288768E-07,0,-5.7,0,0
11.02605,-0.0330627,2.911884,0.4368283,-7.664861E-06,357.9492,1.204746E-06,0,-5.7,0,0
11.14605,-0.03306401,2.911883,0.4368283,-5.884714E-06,357.9489,5.229627E-06,0,-5.7,0,0
11.26605,-0.03316009,2.911843,0.4368266,-2.14208E-06,357.9478,-3.886582E-07,0,-5.7,0,0
11.38605,-0.03319228,2.911824,0.4368279,-2.507875E-06,357.9507,3.034019E-06,0,-5.7,0,0
11.50605,-0.03316647,2.911824,0.4368291,8.233225E-07,357.9567,-1.722773E-06,0,-5.7,0,0
11.62605,-0.03315425,2.911823,0.4368296,-1.012364E-05,357.9594,7.012652E-06,0,-5.7,0,0
11.74605,-0.03315133,2.911823,0.4368299,-1.61989E-05,357.9605,1.569405E-06,0,-5.7,0,0
11.86605,-0.03316551,2.911815,0.436833,-7.615637E-06,357.9623,3.978634E-06,0,-5.7,0,0
11.98605,-0.03317058,2.91181,0.4368346,-8.488428E-06,357.9639,2.926483E-06,0,-5.7,0,0
12.10605,-0.03315139,2.91181,0.4368353,-1.609302E-05,357.9683,7.544721E-06,0,-5.7,0,0
12.22605,-0.03322089,2.911735,0.4368312,-7.638772E-06,357.9783,2.696899E-06,0,-5.7,0,0
12.34605,-0.03329498,2.911605,0.4368068,-1.105847E-05,357.9908,2.509152E-06,0,-5.7,0,0
12.46605,-0.03330249,2.911403,0.4367354,-1.663657E-06,358.0159,2.564209E-06,0,-5.7,0,0
12.58605,-0.03329104,2.911267,0.4366661,-1.70296E-05,358.0297,2.961668E-06,0,-5.7,0,0
12.70605,-0.03326559,2.911227,0.4366411,-8.492048E-06,358.0378,2.814249E-06,0,-5.7,0,0
12.82605,-0.03327221,2.911013,0.4364926,-1.188367E-05,358.0459,4.259275E-06,0,-5.7,0,0
12.94605,-0.03327703,2.910915,0.4364253,-5.057237E-06,358.0494,3.929188E-06,0,-5.7,0,0
13.06605,-0.0332557,2.910913,0.4364239,-1.104832E-05,358.0544,3.176666E-06,0,-5.7,0,0
13.18605,-0.03324872,2.910868,0.4363759,8.537737E-07,358.0601,-1.445457E-08,0,-5.7,0,0
13.30605,-0.03329253,2.910774,0.4362584,5.94028E-06,358.0601,-2.235616E-06,0,-5.7,0,0
13.42605,-0.0333451,2.910668,0.4361119,-6.837408E-06,358.0623,-3.113796E-07,0,-5.7,0,0
13.54605,-0.03340763,2.910582,0.4359707,1.302313E-06,358.0628,1.259008E-06,0,-5.7,0,0
13.66605,-0.03348553,2.910485,0.4357965,-3.382627E-06,358.0634,1.978712E-06,0,-5.7,0,0
13.78605,-0.03352916,2.91043,0.4356956,-8.321294E-07,358.0635,1.29509E-06,0,-5.7,0,0
13.90605,-0.03356147,2.910393,0.4356197,-1.10161E-05,358.0638,5.096756E-06,0,-5.7,0,0
14.02605,-0.03360826,2.910359,0.4355313,1.678679E-06,358.0629,-1.736415E-06,0,-5.7,0,0
14.14605,-0.03365541,2.910328,0.4354402,-5.940331E-06,358.0629,2.235472E-06,0,-5.7,0,0
14.26605,-0.03368676,2.9103,0.4353407,-7.651578E-06,358.0683,2.050535E-06,0,-5.7,0,0
14.38605,-0.03377402,2.910264,0.4351778,-5.915281E-06,358.0695,3.729231E-06,0,-5.7,0,0
14.50605,-0.03385377,2.910245,0.4350379,3.236052E-08,358.0698,1.920991E-06,0,-5.7,0,0
14.62605,-0.03398508,2.910223,0.4348067,2.590073E-06,358.0707,1.664421E-06,0,-5.7,0,0
14.74605,-0.03405756,2.910217,0.4346907,1.74709E-06,358.0702,2.319119E-06,0,-5.7,0,0
14.86605,-0.03410935,2.910216,0.4346069,3.002587E-06,358.0702,8.034461E-07,0,-5.7,0,0
14.98605,-0.03413039,2.910217,0.4345523,-3.422276E-06,358.0727,-3.694431E-07,0,-5.7,0,0
15.10605,-0.03416193,2.910221,0.4344698,-5.520846E-06,358.0753,1.800766E-06,0,-5.7,0,0
15.22605,-0.03414655,2.91022,0.4342287,0.02011201,358.0708,0.008644338,0,-5.7,0,0
15.34605,-0.03431678,2.910249,0.4341369,8.895939E-07,358.0771,2.120106E-06,0,-5.7,0,0
15.46605,-0.03441787,2.910288,0.4338793,-7.590914E-06,358.0788,5.678365E-06,0,-5.7,0,0
15.58605,-0.03445572,2.910307,0.4337689,-3.35786E-06,358.0797,3.472329E-06,0,-5.7,0,0
15.70605,-0.03448683,2.910327,0.4336273,8.395008E-07,358.0845,-8.680466E-07,0,-5.7,0,0
15.82605,-0.03449571,2.910331,0.4335951,-6.851594E-06,358.085,-1.166507E-06,0,-5.7,0,0
15.94605,-0.0344882,2.910331,0.4335955,-6.751778E-06,358.0867,4.809808E-06,0,-5.7,0,0
16.06605,-0.03448826,2.910331,0.4335955,-3.422223E-06,358.0867,-3.698602E-07,0,-5.7,0,0
16.18605,-0.0344857,2.910332,0.4335887,-8.537737E-07,358.0877,1.424895E-08,0,-5.7,0,0
16.30605,-0.03453159,2.910351,0.4334704,-1.353193E-05,358.0845,7.912325E-06,0,-5.7,0,0
16.42605,-0.03457332,2.91036,0.4334042,-9.319962E-06,358.0796,4.426275E-06,0,-5.7,0,0
16.54605,-0.03460401,2.910366,0.4333535,4.299867E-08,358.0764,2.561321E-06,0,-5.7,0,0
16.66605,-0.03461587,2.910369,0.4333244,-1.635872E-06,358.0761,4.297538E-06,0,-5.7,0,0
16.78605,-0.03466076,2.910383,0.4331816,-2.418062E-06,358.0774,8.580714E-06,0,-5.7,0,0
16.90605,-0.03482521,2.910434,0.4326816,-9.362926E-06,358.0819,1.864761E-06,0,-5.7,0,0
17.02605,-0.03496712,2.910475,0.4322872,-1.784355E-05,358.0833,5.422564E-06,0,-5.7,0,0
17.14605,-0.03508192,2.910518,0.4319659,-1.701838E-05,358.0846,3.700543E-06,0,-5.7,0,0
17.26605,-0.03513855,2.910537,0.431815,-3.415096E-06,358.0849,5.707859E-08,0,-5.7,0,0
17.38605,-0.03518605,2.910558,0.4316677,-7.655454E-06,358.087,1.835834E-06,0,-5.7,0,0
17.50605,-0.0351795,2.910563,0.431629,-2.843447E-08,358.092,-1.707547E-06,0,-5.7,0,0
17.62605,-0.03524458,2.910585,0.4314921,-4.965964E-06,358.0885,9.476971E-06,0,-5.7,0,0
17.74605,-0.03535795,2.910629,0.4311953,-5.890781E-06,358.0846,5.222549E-06,0,-5.7,0,0
17.86605,-0.03539971,2.910633,0.4310145,-5.051343E-06,358.0863,4.354427E-06,0,-5.7,0,0
17.98605,-0.03541425,2.910641,0.4309249,-4.111801E-06,358.0837,9.462904E-06,0,-5.7,0,0
18.10605,-0.02726191,2.915934,0.437578,0.1799033,358.0251,359.9554,0,-5.7,0,0
18.22605,-0.02727896,2.915934,0.4375781,0.1799063,358.0215,359.9554,0,-5.7,0,0
18.34605,-0.02730423,2.915934,0.437578,0.1799094,358.0157,359.9554,0,-5.7,0,0
18.46605,-0.0273903,2.915949,0.4377226,0.1587441,358.0115,359.9436,0,-5.7,0,0
18.58605,-0.02730373,2.916139,0.437639,0.179904,358.0057,359.9554,0,-5.7,0,0
18.70605,-0.02730334,2.916209,0.437652,0.1799051,358.0049,359.9554,0,-5.7,0,0
18.82605,-0.02732915,2.916308,0.4376642,0.1799037,357.9984,359.9554,0,-5.7,0,0
18.94605,-0.02733743,2.916407,0.4376749,0.1798999,357.996,359.9554,0,-5.7,0,0
19.06605,-0.02734095,2.916712,0.4377489,0.1799007,357.9935,359.9554,0,-5.7,0,0
19.18605,-0.02734435,2.917008,0.4377617,0.179908,357.9924,359.9554,0,-5.7,0,0
19.30605,-0.02720314,2.917139,0.4379247,0.1799157,357.9898,359.9554,0,-5.7,0,0
19.42605,-0.02726042,2.917144,0.4379587,0.1799136,357.9911,359.9554,0,-5.7,0,0
19.54605,-0.02736557,2.916916,0.4379514,0.1799056,357.9927,359.9554,0,-5.7,0,0
19.66605,-0.02747059,2.916566,0.4379017,0.1799044,357.9945,359.9554,0,-5.7,0,0
19.78605,-0.02754614,2.916261,0.4379548,0.1798991,357.9939,359.9554,0,-5.7,0,0
19.90605,-0.0275993,2.916161,0.4381639,0.1798989,357.9935,359.9554,0,-5.7,0,0
20.02605,-0.02755105,2.916037,0.4383922,0.1798978,357.9933,359.9553,0,-5.7,0,0
20.14605,-0.02753425,2.9159,0.4385105,0.1798987,357.9977,359.9554,0,-5.7,0,0
20.26605,-0.02746063,2.915694,0.4384913,0.1798895,357.9963,359.9554,0,-5.7,0,0
20.38605,-0.02746284,2.915598,0.4384954,0.1799022,357.9799,359.9554,0,-5.7,0,0
20.50605,-0.02738336,2.91541,0.4384896,0.1798859,357.9676,359.9553,0,-5.7,0,0
20.62605,-0.02723318,2.915276,0.4384905,0.1799007,357.9629,359.9554,0,-5.7,0,0
20.74605,-0.02700406,2.915135,0.4384641,0.1799035,357.9476,359.9554,0,-5.7,0,0
20.86605,-0.02667771,2.915023,0.4384391,0.1798925,357.9461,359.9554,0,-5.7,0,0
20.98605,-0.02631748,2.914925,0.4384183,0.1799001,357.9534,359.9554,0,-5.7,0,0
21.10605,-0.0260708,2.91485,0.4384414,0.1798922,357.9527,359.9554,0,-5.7,0,0
21.22605,-0.02566664,2.914738,0.4385106,0.179903,357.9545,359.9554,0,-5.7,0,0
21.34605,-0.0255212,2.914653,0.4385704,0.1777504,357.9344,359.9306,0,-5.7,0,0
21.46605,-0.02497457,2.914635,0.4386612,0.1799013,357.9747,359.9554,0,-5.7,0,0
21.58605,-0.02485986,2.914624,0.4386891,0.1799075,357.9807,359.9554,0,-5.7,0,0
21.70605,-0.0245953,2.914595,0.4387748,0.1798995,357.9846,359.9554,0,-5.7,0,0
21.82605,-0.02421218,2.914561,0.4389138,0.1799022,357.9899,359.9554,0,-5.7,0,0
21.94605,-0.02407888,2.914552,0.4389547,0.1799086,357.9967,359.9554,0,-5.7,0,0
22.06605,-0.02393483,2.914545,0.4390001,0.1799043,358.001,359.9554,0,-5.7,0,0
22.18605,-0.02345244,2.914527,0.4391585,0.1798978,358.0051,359.9554,0,-5.7,0,0
22.30605,-0.02330825,2.914523,0.4392025,0.1798954,358.0063,359.9554,0,-5.7,0,0
22.42605,-0.02316581,2.914521,0.4392451,0.1798941,358.0078,359.9554,0,-5.7,0,0
22.54605,-0.02311175,2.914521,0.4392609,0.1799006,358.0083,359.9554,0,-5.7,0,0
22.66605,-0.02306645,2.914521,0.4392728,0.1798986,358.0098,359.9554,0,-5.7,0,0
22.78605,-0.02304269,2.914522,0.4392785,0.179906,358.0116,359.9554,0,-5.7,0,0
22.90605,-0.02303168,2.914522,0.4392785,0.1799068,358.014,359.9554,0,-5.7,0,0
23.02605,-0.02296865,2.914522,0.4392979,0.1799071,358.0175,359.9554,0,-5.7,0,0
23.14605,-0.02278972,2.914525,0.4393639,0.1799078,358.0224,359.9554,0,-5.7,0,0
23.26605,-0.02278718,2.914525,0.4393639,0.179897,358.0229,359.9554,0,-8.437037,0,0
23.38605,-0.02269899,2.914527,0.4393883,0.1799037,358.0304,359.9554,0,-8.75981,0,0
23.50605,-0.02259639,2.914532,0.4394152,0.1798903,358.0396,359.9554,0,-7.828981,0,0
23.62605,-0.02242173,2.914546,0.4394621,0.1798986,358.054,359.9554,0,-7.514654,0,0
23.74605,-0.02221325,2.914568,0.4395323,0.1799033,358.0644,359.9554,0,-7.417277,0,0
23.86605,-0.0219589,2.914601,0.4396246,0.1799064,358.0748,359.9554,0,-7.400302,0,0
23.98605,-0.02184965,2.914616,0.4396683,0.1799103,358.0787,359.9554,0,-7.400004,0,0
24.10605,-0.02169181,2.914643,0.4397419,0.1799007,358.0796,359.9554,0,-7.4,0,0
24.22605,-0.02164198,2.914649,0.4397576,0.1799045,358.0836,359.9554,0,-7.4,0,0
24.34605,-0.02162073,2.91465,0.4397613,0.1799057,358.0868,359.9554,0,-7.4,0,0
24.46605,-0.0215921,2.914651,0.4397655,0.1799068,358.0917,359.9554,0,-7.4,0,0
24.58605,-0.02156861,2.914651,0.4397655,0.1799003,358.0969,359.9554,0,-7.4,0,0
24.70605,-0.02155358,2.914651,0.4397655,0.1799052,358.1003,359.9554,0,-7.4,0,0
24.82605,-0.02149858,2.914658,0.4397911,0.179899,358.104,359.9554,0,-7.4,0,0
24.94605,-0.02124092,2.914932,0.4400295,0.1405355,358.1514,359.9627,0,-7.4,0,0
25.06605,-0.02126237,2.914696,0.4399436,0.1798992,358.1083,359.9554,0,-7.4,0,0
25.18605,-0.02101526,2.914742,0.4401211,0.1799026,358.1082,359.9554,0,-7.4,0,0
25.30605,-0.02095299,2.914756,0.4401721,0.1798951,358.1064,359.9554,0,-7.4,0,0
25.42605,-0.02075403,2.914796,0.4403166,0.1799061,358.1071,359.9554,0,-7.309117,0,0
25.54605,-0.02055576,2.914838,0.4404543,0.1799049,358.1102,359.9554,0,-7.300147,0,0
25.66605,-0.02049626,2.914856,0.4405116,0.179901,358.1066,359.9554,0,-7.300002,0,0
25.78605,-0.02036171,2.914883,0.4406009,0.1799053,358.1112,359.9554,0,-7.3,0,0
25.90605,-0.02031802,2.914894,0.4406388,0.1799009,358.1103,359.9554,0,-7.3,0,0
26.02605,-0.02053439,2.914358,0.4403754,0.2470229,358.083,359.9468,0,-7.3,0,0
26.14605,-0.02023253,2.914926,0.440735,0.1799056,358.1027,359.9554,0,-7.280807,0,0
26.26605,-0.02020619,2.914937,0.4407674,0.1799099,358.0995,359.9554,0,-7.202425,0,0
26.38605,-0.02012534,2.91496,0.4408352,0.1798991,358.0987,359.9554,0,-7.200034,0,0
26.50605,-0.0199959,2.914995,0.440946,0.1799048,358.097,359.9554,0,-7.2,0,0
26.62605,-0.01986301,2.915026,0.4410486,0.179907,358.0985,359.9554,0,-7.2,0,0
26.74605,-0.01982423,2.915035,0.4410785,0.1798961,358.0991,359.9554,0,-7.2,0,0
26.86605,-0.01977606,2.915048,0.4411182,0.1799046,358.0991,359.9554,0,-2.970028,0,0
26.98605,-0.01960281,2.915095,0.4412605,0.1799079,358.0991,359.9554,0,-3.292307,0,0
27.10605,-0.01943989,2.915138,0.4413881,0.1799077,358.1007,359.9554,0,-3.78987,0,0
27.22605,-0.01934638,2.915163,0.4414657,0.1799052,358.1002,359.9554,0,-3.799876,0,0
27.34605,-0.01924845,2.915196,0.4415633,0.179902,358.0945,359.9554,0,-2.721771,0,0
27.46605,-0.01911271,2.915236,0.4416823,0.1799003,358.0901,359.9554,0,-1.456687,0,0
27.58605,-0.01903988,2.915255,0.4417389,0.1799074,358.0897,359.9554,0,-0.3269073,0,0
27.70605,-0.01904444,2.915255,0.4417391,0.1799011,358.0887,359.9554,0,8.558085,0,0
27.82605,-0.01901242,2.915275,0.4417858,0.1799021,358.0808,359.9554,0,29.14166,0,0
27.94605,-0.01893317,2.915302,0.4418493,0.179904,358.0777,359.9554,0,48.38318,0,0
28.06605,-0.01894485,2.915302,0.4418491,0.1799017,358.0751,359.9554,0,91.27583,0,0
28.18605,-0.01894075,2.915307,0.4418575,0.1799082,358.0729,359.9554,0,150.6554,0,0
28.30605,-0.01892109,2.915308,0.4418614,0.1799045,358.0758,359.9554,0,194.9027,0,0
28.42605,-0.01892106,2.915308,0.4418613,0.1799066,358.0758,359.9554,0,223.9944,0,0
28.54605,-0.01897575,2.915408,0.4421228,0.1160497,358.0966,359.9221,0,237.4818,0,0
28.66605,-0.01888081,2.915313,0.441871,0.1799032,358.0812,359.9554,0,198.2617,0,0
28.78605,-0.01886774,2.915314,0.4418747,0.1799084,358.0827,359.9554,0,140.2863,0,0
28.90605,-0.01886498,2.915317,0.4418796,0.1799019,358.0815,359.9554,0,98.3082,0,0
29.02605,-0.01881235,2.915327,0.4419043,0.1799083,358.0834,359.9554,0,64.79723,0,0
29.14605,-0.0187353,2.915339,0.4419321,0.1799088,358.0893,359.9554,0,19.81376,0,0
29.26605,-0.01789869,2.91551,0.4424088,0.1799003,358.0904,359.9554,0,1.223666,0,0
29.38605,-0.01747253,2.915579,0.4426387,0.1799028,358.0929,359.9554,0,-5.955672,0,0
29.50605,-0.0174648,2.915579,0.4426387,0.1799052,358.0947,359.9554,0,-11.91463,0,0
29.62605,-0.01724965,2.915468,0.4429899,0.1799018,358.0909,359.9554,0,-12.49062,0,0
29.74605,-0.01730162,2.915315,0.4433657,0.1799053,358.0912,359.9554,0,-12.31812,0,0
29.86605,-0.01728573,2.915295,0.4434128,0.1799097,358.0966,359.9554,0,-14.5851,0,0
29.98605,-0.01727249,2.915294,0.4434159,0.1799052,358.0995,359.9554,0,-19.15259,0,0
30.10605,-0.01726298,2.915294,0.443416,0.1799096,358.1017,359.9554,0,-27.83241,0,0
