TimeSinceStart,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ
5.947931,-0.7553952,2.814325,0.3266128,75.64501,210.9286,199.4873
6.054434,-0.8007591,2.844096,0.2985496,69.6662,185.9888,179.808
6.162373,-0.832847,2.894659,0.2695079,70.83433,193.9995,191.7188
6.27235,-0.8572899,2.956203,0.2498512,69.51849,223.3634,223.0533
6.377773,-0.8775589,3.001349,0.2281647,71.39109,237.4087,235.393
6.482553,-0.890969,3.046292,0.1982153,73.0877,233.2508,229.9012
6.585833,-0.8914657,3.073295,0.165843,74.75257,227.1158,222.3734
6.690912,-0.8844965,3.085285,0.123213,79.71572,242.1301,236.2704
6.796413,-0.8829219,3.08809,0.088818,79.81673,286.3712,282.5458
6.901777,-0.8905034,3.098098,0.05785831,77.64544,296.2106,296.6367
7.00831,-0.9062996,3.11925,0.03048631,78.47707,285.0268,286.2263
7.11149,-0.9146681,3.147497,0.008327691,75.64988,273.9149,277.1693
7.216835,-0.9236702,3.178519,-0.01855514,71.75596,265.4691,272.7703
7.318729,-0.9315614,3.199541,-0.04075278,67.60234,259.9366,272.061
7.421585,-0.9365497,3.213207,-0.06301629,63.32034,255.3738,272.3585
7.523115,-0.9440401,3.222894,-0.08791082,63.06537,245.3856,267.858
7.624264,-0.9522851,3.234947,-0.1046432,62.68798,238.1241,265.2845
7.728651,-0.9579189,3.246697,-0.1220768,62.39549,232.0528,262.7854
7.832043,-0.959748,3.254331,-0.1315027,60.52032,226.0898,261.4231
7.938381,-0.9604933,3.265276,-0.1525393,60.47534,223.23,258.904
8.044395,-0.9583608,3.277633,-0.1757799,59.46955,222.2173,257.4871
8.151125,-0.9559848,3.301887,-0.206201,64.62409,217.2992,251.839
8.257988,-0.9509709,3.326022,-0.2407783,66.7915,220.1404,253.4458
8.365883,-0.9416147,3.347543,-0.2780875,65.0274,229.6812,259.7806
8.473137,-0.9336195,3.376227,-0.3171253,64.49199,242.7563,271.705
8.579458,-0.9254634,3.402054,-0.3557883,62.2651,251.9515,277.6968
8.683224,-0.9239361,3.423953,-0.3875268,56.47404,262.3107,284.9278
8.785976,-0.9209187,3.455043,-0.416326,56.40004,267.7026,290.3366
8.886358,-0.9251244,3.478003,-0.4372214,50.03482,274.5221,295.601
8.987719,-0.928133,3.505136,-0.4496476,45.75795,278.5396,298.7437
9.090704,-0.9263545,3.529886,-0.4669591,43.07373,278.7906,301.2777
9.191832,-0.9192154,3.546711,-0.4784559,39.86938,281.1165,304.9469
9.296272,-0.9153617,3.554417,-0.4848803,37.63235,286.196,309.6122
9.406906,-0.9080329,3.559883,-0.4927695,34.24338,289.1065,313.379
9.514561,-0.8978823,3.563672,-0.5030813,33.87036,293.4424,314.6087
9.623671,-0.8876407,3.563041,-0.4998335,32.96162,299.3683,317.1838
9.729544,-0.8787933,3.568086,-0.4965418,30.36705,305.1989,322.0732
9.839329,-0.8700382,3.566732,-0.4968608,28.31933,310.5071,325.6217
9.950628,-0.8601137,3.567019,-0.4991902,23.13989,314.6724,329.2865
10.0666,-0.8537259,3.563136,-0.5063171,18.16138,319.2792,330.9367
10.1866,-0.8480858,3.562235,-0.513167,16.64832,319.8895,332.4092
10.30605,-0.8384131,3.566633,-0.5164956,12.77651,321.8016,334.5001
10.42605,-0.8282416,3.574337,-0.5222827,10.65638,323.7286,336.117
10.54605,-0.8173813,3.583683,-0.5282903,6.256762,327.8943,337.3313
10.66605,-0.8157623,3.577331,-0.5331472,7.3266,329.0435,339.7197
10.78605,-0.8132578,3.572305,-0.5377667,7.12926,328.9152,340.2162
10.90605,-0.8113323,3.568159,-0.5468411,6.504745,329.0297,344.3566
11.02605,-0.8128613,3.567348,-0.5508279,8.838819,327.7036,342.4031
11.14605,-0.8221076,3.557336,-0.5442276,11.40565,327.6933,341.1284
11.26605,-0.8367771,3.5463,-0.5345966,16.84368,328.3055,342.9772
11.38605,-0.8436017,3.543879,-0.5237349,20.40516,331.5671,344.0697
11.50605,-0.8510639,3.543777,-0.5214246,24.25965,331.9002,343.9354
11.62605,-0.8529937,3.534484,-0.5255668,27.49859,333.6371,346.9555
11.74605,-0.8473167,3.537132,-0.5379468,26.97988,338.3755,349.0676
11.86605,-0.8446103,3.546573,-0.5584638,22.23465,338.7618,348.2331
11.98605,-0.8435394,3.547729,-0.5644076,21.99399,342.4656,348.0753
12.10605,-0.8342229,3.537406,-0.5626167,22.96441,347.2155,349.731
12.22605,-0.8087296,3.527758,-0.5524371,34.71084,353.5704,352.5412
12.34605,-0.784758,3.518072,-0.5357006,35.02561,358.267,354.8091
12.46605,-0.7561033,3.510461,-0.5158581,37.15374,1.360751,354.5811
12.58605,-0.7440141,3.510987,-0.4945664,37.56696,4.617056,356.9581
12.70605,-0.7476219,3.519977,-0.4745704,35.25868,6.675679,356.2795
12.82605,-0.7609046,3.539963,-0.4516233,23.38924,10.84064,357.2545
12.94605,-0.7689826,3.545495,-0.4384623,24.01489,21.6737,359.0196
13.06605,-0.7720062,3.542098,-0.4195541,25.86903,32.43009,1.380548
13.18605,-0.7657434,3.539831,-0.3929135,25.9689,32.98771,0.9699371
13.30605,-0.7390488,3.537103,-0.3756384,24.07344,31.73292,359.1896
13.42605,-0.7121972,3.547024,-0.3582264,18.98608,28.56434,357.4157
13.54605,-0.6876156,3.550171,-0.3344488,17.21804,26.86424,358.0455
13.66605,-0.6649382,3.548577,-0.3102857,17.34282,22.71859,357.8768
13.78605,-0.6508485,3.550096,-0.2862898,17.69477,22.58214,356.4735
13.90605,-0.6563661,3.543163,-0.2678752,18.72265,22.0501,355.4707
14.02605,-0.6655896,3.538864,-0.2413126,18.55029,22.47653,354.9426
14.14605,-0.6629319,3.534046,-0.2182246,18.52384,21.6731,354.6718
14.26605,-0.6542951,3.542929,-0.1924049,13.64369,18.85382,353.4464
14.38605,-0.6330649,3.539314,-0.1622041,13.47948,16.05592,353.0639
14.50605,-0.6034275,3.534953,-0.1414436,14.12064,18.98939,354.0357
14.62605,-0.5819494,3.529444,-0.1218728,15.45478,22.36702,356.2768
14.74605,-0.5633677,3.522183,-0.1044796,15.6006,22.72583,355.9219
14.86605,-0.5456211,3.515984,-0.09052999,15.42609,23.69305,355.043
14.98605,-0.538288,3.514193,-0.07175024,15.12747,26.77947,355.1095
15.10605,-0.5388736,3.514248,-0.04367469,15.50487,28.07109,354.5409
15.22605,-0.5391352,3.51308,-0.0073151,15.58128,29.61213,352.9634
15.34605,-0.5426489,3.500588,0.03408319,17.63518,31.17277,353.0404
15.46605,-0.5494152,3.48279,0.06042426,23.58376,34.81043,354.5161
15.58605,-0.5680229,3.489228,0.08099362,22.38119,33.04983,354.6224
15.70605,-0.5797389,3.492368,0.09704581,22.50129,29.69391,353.4216
15.82605,-0.5832962,3.497965,0.1024416,20.63595,29.09822,353.7508
15.94605,-0.580249,3.500017,0.1035922,19.94716,27.21754,353.1319
16.06605,-0.5774312,3.501081,0.1072236,19.82889,28.11966,354.0399
16.18605,-0.5772257,3.482473,0.1159771,26.05906,29.91071,353.9219
16.30605,-0.5782551,3.45986,0.118535,34.03923,38.3614,356.3342
16.42605,-0.5844259,3.455868,0.136387,33.12657,39.23361,358.3621
16.54605,-0.5830167,3.444482,0.1525928,33.33823,42.24519,359.9715
16.66605,-0.5822557,3.430415,0.1727014,33.5418,47.24659,0.8802435
16.78605,-0.5783938,3.405967,0.2249969,30.50307,49.045,3.418164
16.90605,-0.5682976,3.373782,0.2810154,29.73369,47.15152,6.543593
17.02605,-0.5595713,3.350898,0.3214453,31.54523,45.03596,7.28975
17.14605,-0.5569916,3.344415,0.3551129,33.13236,46.40502,8.380268
17.26605,-0.5549341,3.343208,0.3891409,32.53627,44.57256,9.065422
17.38605,-0.5464309,3.353784,0.3978733,35.6206,41.81658,6.305695
17.50605,-0.533471,3.370868,0.3821936,36.28302,44.7853,4.742908
17.62605,-0.5145768,3.390038,0.3527595,36.94299,45.32305,358.4169
17.74605,-0.5081287,3.412032,0.3161525,34.63601,51.60199,353.661
17.86605,-0.5074136,3.419773,0.2972828,31.82298,51.68611,349.896
17.98605,-0.5089985,3.425579,0.2744431,30.08593,57.56769,348.157
18.10605,-0.5129962,3.425177,0.2619176,29.31615,57.602,342.9339
18.22605,-0.5119466,3.426096,0.2707488,29.17491,59.94624,344.4405
18.34605,-0.5053134,3.429613,0.2839819,27.04286,56.09119,345.3775
18.46605,-0.5032762,3.438706,0.3074066,22.55904,50.03891,349.1066
18.58605,-0.5115374,3.434632,0.3248104,21.5692,47.31886,349.3941
18.70605,-0.5296496,3.434288,0.3376575,21.16957,48.9776,350.1824
18.82605,-0.531574,3.43845,0.3625251,19.3376,44.59108,355.5886
18.94605,-0.5414758,3.434575,0.3847771,19.69667,36.01365,359.3788
19.06605,-0.5861486,3.41349,0.4136806,21.93032,15.56587,4.142744
19.18605,-0.6091563,3.383162,0.4197103,27.65406,4.173195,2.821509
19.30605,-0.6153009,3.355647,0.4163368,32.08634,0.5768225,4.732196
19.42605,-0.5877993,3.331216,0.41203,31.39565,4.598252,8.807345
19.54605,-0.5684536,3.294712,0.4059476,33.72583,6.079037,12.12973
19.66605,-0.5488065,3.246501,0.3911348,33.92405,6.017998,20.84547
19.78605,-0.5228679,3.20696,0.3681668,35.32788,6.209959,28.4339
19.90605,-0.4969127,3.169472,0.3419602,34.40201,5.151465,32.972
20.02605,-0.4692916,3.139283,0.3034576,40.57152,358.277,36.37931
20.14605,-0.4470266,3.131604,0.2663163,41.52702,352.1562,35.10149
20.26605,-0.4246196,3.123149,0.2473129,39.25949,346.6783,34.4834
20.38605,-0.3916455,3.11946,0.2355467,38.94168,347.2871,36.687
20.50605,-0.3540565,3.119088,0.2229244,38.65009,344.6567,33.26359
20.62605,-0.311236,3.123477,0.2113546,37.04077,345.8461,30.85077
20.74605,-0.2710065,3.12045,0.2025417,36.21854,350.0795,32.66119
20.86605,-0.2254272,3.108179,0.1998522,39.53898,358.3953,31.45931
20.98605,-0.177976,3.102848,0.199395,41.3141,3.983389,25.64513
21.10605,-0.117387,3.099196,0.1952336,43.19873,0.7679081,14.82909
21.22605,-0.06253184,3.107398,0.196245,36.7286,351.8973,350.7213
21.34605,-0.006435366,3.109768,0.1872624,32.1576,356.5641,343.3447
21.46605,0.02117064,3.109809,0.174996,31.28854,0.2818706,340.2577
21.58605,0.0423708,3.124204,0.1597634,26.38907,2.198203,335.134
21.70605,0.08406606,3.130594,0.1437101,24.44184,11.58278,329.8712
21.82605,0.1176564,3.140948,0.1359209,22.64032,23.70795,330.1044
21.94605,0.1025512,3.142719,0.1452773,23.32639,21.30565,335.5045
22.06605,0.06272243,3.158854,0.1592787,19.9963,9.550498,336.861
22.18605,0.02887752,3.175275,0.163526,15.5754,356.4001,339.1456
22.30605,0.0379293,3.175176,0.1503297,14.80645,345.7201,340.7589
22.42605,0.05767656,3.172838,0.1322435,13.05826,336.47,338.1132
22.54605,0.07532588,3.165065,0.1321894,15.22632,342.5648,338.5566
22.66605,0.06248754,3.167362,0.1260096,18.55377,347.9027,341.9702
22.78605,0.04642705,3.174903,0.1164722,18.4109,350.5217,345.7218
22.90605,0.03734523,3.190001,0.1140111,17.36968,355.414,346.4961
23.02605,0.0463675,3.180538,0.1440174,23.80721,1.086095,342.6046
23.14605,0.0412257,3.171897,0.1546624,33.31981,4.246985,341.2415
23.26605,0.0299355,3.173211,0.1393152,25.0705,2.578535,343.3431
23.38605,0.03324495,3.170556,0.1213719,17.81854,348.1697,343.9769
23.50605,0.03730625,3.189446,0.1093943,10.17578,336.9572,343.6898
23.62605,0.03089536,3.203179,0.09572321,4.236187,328.4233,339.7572
23.74605,0.02371034,3.21945,0.0698882,357.0137,319.6947,339.7426
23.86605,0.03280108,3.22102,0.0497036,355.7411,315.6438,342.8526
23.98605,0.055211,3.216437,0.04448571,357.6483,323.2148,344.8274
24.10605,0.0646353,3.205869,0.04360918,2.7387,334.5131,347.4811
24.22605,0.06141579,3.209267,0.04204554,2.399319,341.0289,349.3456
24.34605,0.03702128,3.209532,0.04052643,3.653776,345.1418,353.6758
24.46605,0.02477417,3.206655,0.04757596,4.754647,352.4982,355.9369
24.58605,0.02451536,3.200252,0.04662148,6.64857,355.349,357.8462
24.70605,0.01666117,3.198451,0.04862924,6.954387,349.6639,354.1725
24.82605,0.001734783,3.194438,0.0536232,8.884108,344.4338,351.2152
24.94605,0.01706498,3.184026,0.06601562,13.36103,346.9575,348.2714
25.06605,0.06028383,3.168516,0.08238143,17.66248,350.1869,344.8908
25.18605,0.09438981,3.167085,0.106522,17.8146,351.0769,344.2297
25.30605,0.0703757,3.175906,0.1070082,16.05058,347.907,345.9614
25.42605,0.02768826,3.177862,0.09449966,14.22163,347.2139,350.5634
25.54605,0.002066144,3.192528,0.07725488,10.40187,348.6428,354.4153
25.66605,-0.0103791,3.205784,0.06284922,5.40129,353.796,356.7296
25.78605,-0.02912974,3.188757,0.04820198,13.44485,351.5045,356.4755
25.90605,-0.02229168,3.199135,0.03463767,7.450465,353.3586,358.1266
26.02605,-0.02168741,3.206358,0.01738476,5.55546,355.7352,354.8208
26.14605,-0.01041618,3.191715,-0.01453736,2.681599,356.3889,345.5193
26.26605,-0.006117614,3.18516,0.01174281,358.8859,355.7694,350.8086
26.38605,0.01542714,3.185852,0.03619322,2.153808,349.5195,350.1394
26.50605,0.04255195,3.173532,0.04967777,10.96952,351.645,352.9861
26.62605,0.05742267,3.156826,0.06544805,18.98597,353.7182,351.0745
26.74605,0.0466293,3.160825,0.06653732,16.42208,355.5844,350.699
26.86605,0.02262801,3.172627,0.04653152,9.70376,355.2779,351.5937
26.98605,-0.004099443,3.19081,0.02065556,2.009131,354.3289,354.0646
27.10605,-0.02619189,3.195445,0.002399446,358.1485,353.3835,0.2110269
27.22605,-0.03167437,3.168723,-0.01050266,6.042942,352.9574,357.5027
27.34605,-0.01468539,3.170575,0.01552594,4.260141,355.4596,356.9626
27.46605,0.0008609481,3.15078,0.03501613,14.03073,356.8346,354.9743
27.58605,8.71215E-05,3.143678,0.04056946,16.21214,357.0705,354.9921
27.70605,-0.007159168,3.14747,0.04213511,15.44304,357.0149,355.681
27.82605,-0.01666687,3.172745,0.04616272,4.103314,355.3155,356.0247
27.94605,-0.02409238,3.182401,0.03782712,0.7323806,356.6043,355.9374
28.06605,-0.02694093,3.183122,0.0325828,0.7881213,356.7019,356.099
28.18605,-0.02085645,3.170986,0.02998542,6.563522,358.8511,356.2859
28.30605,-0.0130766,3.164696,0.0297874,8.683313,359.2507,356.3423
28.42605,-0.01342645,3.16502,0.03594615,7.734035,358.7387,355.8516
28.54605,-0.02281534,3.173522,0.04680632,5.897543,357.1033,355.8828
28.66605,-0.0268735,3.180871,0.03835963,2.634436,356.5711,356.5345
28.78605,-0.02915631,3.186639,0.02193095,359.6046,355.8516,357.4366
28.90605,-0.03008236,3.173755,0.01789558,4.702219,354.402,357.3958
29.02605,-0.03032938,3.164524,0.02455237,9.442767,356.063,356.8229
29.14605,0.02407141,3.181622,0.0137465,1.032339,24.80645,0.2678981
29.26605,0.06965528,3.188116,-0.02689879,358.0566,54.98779,1.945498
29.38605,0.07499325,3.188335,-0.03153914,358.3414,54.93384,1.303615
29.50605,0.06224997,3.190831,-0.01977787,357.8468,42.5445,359.7184
29.62605,0.03108213,3.191993,0.007382503,1.656807,14.29501,356.1642
29.74605,0.02137338,3.188253,0.02611275,1.503385,359.8251,353.7517
29.86605,0.02190302,3.199329,0.03134149,355.0371,356.6294,352.3884
29.98605,0.02612506,3.196642,0.03256663,355.1174,356.9662,351.7751
30.10605,0.02581337,3.205881,0.03411022,355.0518,358.5456,352.2543
30.22605,0.03074351,3.187585,0.03329356,0.9356387,0.7897917,352.449
30.34605,0.02754794,3.178865,0.03540348,7.651532,0.7390456,352.9717
30.46605,0.02507779,3.168004,0.032885,11.35521,359.798,352.7863
30.58605,0.01878345,3.19333,0.02570108,359.2193,359.3591,354.4824
30.70605,0.01580393,3.196679,0.02197779,357.2882,359.1149,355.0407
30.82605,0.01347503,3.197992,0.0262522,356.6596,358.9596,355.2945
30.94605,0.01207722,3.197332,0.04249856,357.1386,358.8255,355.4052
31.06605,0.01160099,3.19521,0.06652243,357.7304,358.9825,355.3978
31.18605,0.0118172,3.194183,0.1009061,358.0765,359.3461,355.3574
31.30605,0.01186927,3.194625,0.1438018,357.6258,359.3721,355.2864
31.42605,0.006824321,3.192859,0.1970845,358.1378,357.1082,354.9563
31.54605,-0.002246573,3.192093,0.2617992,358.0691,353.0143,354.525
31.66605,-0.006655556,3.198627,0.3329774,354.9997,351.9345,355.0532
31.78605,-0.006084383,3.200943,0.4193151,353.8485,353.7784,355.3293
31.90605,-0.003836447,3.200942,0.5296903,353.8074,355.9821,355.5858
32.02605,-0.003225404,3.201851,0.6596333,352.9602,356.4193,355.8138
32.14605,-0.000926239,3.199867,0.8059405,353.6755,357.0887,355.3601
32.26605,0.0001372963,3.199256,0.9731103,353.6761,357.8852,355.0707
32.38605,0.005907632,3.197774,1.163377,354.1085,0.7266454,355.1686
32.50605,0.01067753,3.197155,1.380161,354.2666,1.811838,354.696
32.62605,0.01332671,3.19514,1.626209,354.9897,1.980295,354.2559
32.74605,0.01544352,3.193284,1.902446,355.6525,1.895598,353.9579
32.86605,0.0203096,3.192131,2.209857,356.0179,2.498956,353.6123
32.98605,0.02536633,3.191056,2.552179,356.3056,2.726748,353.6172
33.10605,0.03686054,3.191492,2.931882,356.0983,6.027606,353.5718
33.22605,0.04712109,3.190777,3.352766,356.2992,7.339917,353.2925
33.34605,0.05170716,3.189391,3.818552,356.8244,5.042399,353.225
33.46605,0.06215691,3.189003,4.32951,356.7961,4.347116,352.9267
33.58605,0.082741,3.189162,4.887065,356.9522,4.704353,352.7888
33.70605,0.1067135,3.189372,5.488321,356.6938,4.512428,352.2872
33.82605,0.1311117,3.190413,6.136308,356.4076,4.169368,352.6694
33.94605,0.1638236,3.193457,6.834772,355.6629,3.262766,353.4597
34.06605,0.2095704,3.194748,7.585192,355.1521,2.255546,353.6277
34.18605,0.2648999,3.198946,8.38831,353.7109,1.005334,353.6909
34.30605,0.3231706,3.204091,9.248078,350.6205,357.6792,353.7863
34.42605,0.3888958,3.205444,10.17795,349.5511,355.73,354.0148
34.54605,0.4593812,3.198678,11.17659,351.3552,350.5428,354.462
34.66605,0.5497065,3.190486,12.23496,354.454,353.5824,355.6454
34.78605,0.6398806,3.182281,13.34018,357.7804,356.7102,355.164
34.90605,0.7072518,3.176531,14.4951,359.489,357.8615,354.4986
35.02605,0.7498907,3.18255,15.69833,357.6323,357.5793,354.4104
35.14605,0.7681371,3.186296,16.9597,357.1657,358.4031,353.0239
35.26605,0.7326185,3.190811,18.28098,354.7605,0.8276114,352.608
35.38605,0.6526636,3.194192,19.65798,353.3424,0.2322568,352.7495
35.50605,0.5449375,3.19874,21.08675,352.0371,2.128328,351.4817
35.62605,0.4075853,3.202981,22.57516,350.2147,1.675428,350.3144
35.74605,0.2666224,3.202405,24.12726,350.1244,1.883098,350.6978
35.86605,0.1395955,3.201248,25.74213,350.5226,2.066231,351.1866
35.98605,0.04284536,3.202849,27.41951,350.6223,1.289052,351.5969
36.10605,0.006313168,3.203685,29.15286,349.7643,0.3036796,351.4145
36.22605,0.02772788,3.207737,30.94424,348.3152,0.1213379,352.1157
36.34605,0.1367331,3.207747,32.79764,348.6541,1.310241,353.2809
36.46605,0.3353963,3.207883,34.69598,348.7818,2.734029,353.6216
36.58605,0.6018088,3.20706,36.64722,349.1642,4.397571,354.0256
36.70605,0.9115829,3.206469,38.65198,349.995,2.564978,354.3248
36.82605,1.238038,3.206136,40.71631,350.6328,1.408419,355.1833
36.94605,1.534037,3.207158,42.84778,351.1183,0.698804,354.104
37.06605,1.750509,3.204834,45.04702,351.4881,358.7329,354.3568
37.18605,1.83398,3.204669,47.30904,351.2103,356.4687,354.8106
37.30605,1.737429,3.202715,49.62701,352.954,354.6141,354.8479
37.42605,1.445689,3.194626,51.9764,355.7915,358.0448,351.8923
37.54605,0.9046345,3.199284,54.34704,354.4143,357.0676,353.9018
37.66605,0.1873702,3.208724,56.75821,351.713,355.4696,351.0703
37.78605,-0.6194107,3.207629,59.20147,352.1619,351.2219,353.9567
37.90605,-1.417692,3.20377,61.67567,354.2604,351.6777,354.0485
38.02605,-2.125588,3.202476,64.18973,356.0197,354.18,349.7355
38.14605,-2.697301,3.200753,66.71148,354.4221,358.8217,350.1977
38.26605,-3.025136,3.202432,69.24679,351.875,3.816002,350.2139
38.38605,-2.993073,3.209751,71.76646,349.055,8.561143,351.7331
38.50605,-2.577118,3.215583,74.2246,348.254,14.66039,353.0371
38.62605,-1.787794,3.210448,76.56754,348.9767,20.38081,354.779
38.74605,-0.7194183,3.20568,78.75777,350.2609,25.24973,354.2504
38.86605,0.5241688,3.200341,80.81422,351.9355,27.72522,353.668
38.98605,1.863956,3.20524,82.77538,351.3075,29.64359,355.5178
39.10605,3.18229,3.204304,84.68655,351.7824,29.62972,355.7243
39.22605,4.424634,3.205697,86.58617,350.8969,25.24458,356.3159
39.34605,5.512904,3.206103,88.5463,349.537,19.92984,356.6324
39.46605,6.384488,3.20597,90.57684,350.1646,13.5905,355.3153
39.58605,7.005029,3.197289,92.65691,356.3272,7.27021,354.7928
39.70605,7.309259,3.200242,94.76363,353.8667,0.1974122,354.4641
39.82605,7.295528,3.203013,96.87024,353.6613,351.6867,353.9508
39.94605,6.961617,3.195371,98.92206,356.5183,345.8802,354.3651
40.06605,6.348859,3.203928,100.8798,356.5718,341.2938,352.7746
40.18605,5.503883,3.202723,102.7059,355.4326,337.1409,352.72
40.30605,4.49145,3.203991,104.3976,355.6203,333.7045,352.2596
40.42605,3.387975,3.202533,105.9407,354.9644,331.5299,352.0388
40.54605,2.288707,3.201232,107.303,354.001,330.9477,351.9079
40.66605,1.258113,3.204183,108.5007,352.698,330.398,352.2797
40.78605,0.3394616,3.204899,109.5525,353.0831,332.3417,351.7416
40.90605,-0.4321939,3.203159,110.4674,353.4674,334.4403,351.9102
41.02605,-1.045943,3.195073,111.2368,354.2525,337.2854,350.6481
41.14605,-1.525603,3.197188,111.8683,353.6826,342.8204,351.2138
41.26605,-1.876042,3.197749,112.3745,353.0542,348.5618,351.1388
41.38605,-2.11966,3.196182,112.7415,354.0992,349.3919,352.3287
41.50605,-2.269805,3.195547,112.9699,353.4212,349.0038,352.0733
41.62605,-2.344692,3.198999,113.0679,352.1972,348.1863,353.3998
41.74605,-2.355848,3.199796,113.0659,351.8242,347.8828,353.5738
41.86605,-2.35879,3.207006,113.0642,349.8181,350.7364,353.9753
41.98605,-2.357713,3.205422,113.0695,350.8326,354.0093,355.2895
42.10605,-2.355664,3.205845,113.074,351.0769,356.7911,355.9465
42.22605,-2.358681,3.207069,113.0764,351.1914,356.9192,356.8452
42.34605,-2.356072,3.207816,113.0813,350.4648,0.1094592,356.392
42.46605,-2.364687,3.207826,113.089,350.5928,359.9896,355.8657
42.58605,-2.383094,3.208693,113.1104,349.3138,356.4263,355.3371
42.70605,-2.407622,3.206432,113.1483,351.0172,354.1503,355.7605
42.82605,-2.440986,3.20547,113.1988,351.5754,352.3687,355.9166
42.94605,-2.482271,3.201104,113.2705,352.8387,352.0998,355.952
43.06605,-2.53102,3.198736,113.364,354.0015,353.3739,356.3166
43.18605,-2.592399,3.197812,113.4804,354.2155,353.8905,356.7535
43.30605,-2.663952,3.198088,113.6213,354.1922,354.3044,356.8558
43.42605,-2.744162,3.198231,113.7854,354.0011,354.6293,357.159
43.54605,-2.828726,3.197535,113.9752,353.9095,355.8603,357.1984
43.66605,-2.919554,3.19725,114.1908,354.0923,356.1801,357.3515
43.78605,-3.015726,3.196991,114.434,354.3666,356.2477,357.0948
