TimeSinceStart,PosX,PosY,PosZ,RotX,RotY,RotZ,CurrentSpeed,SteeringAngle,PedalInput
16.53648,1,0,-0.3611573,0,0,0,0,0,0
16.64682,1,0,-0.3611573,0,0,0,0,0,0
16.75838,1,0,-0.3611573,0,0,0,0,0,0
16.86955,1,0,-0.3611573,0,0,0,0,0,0
16.98049,1,0,-0.3611573,0,0,0,0,0,0
17.0916,1,0,-0.3611573,0,0,0,0,0,0
17.20296,1,0,-0.3611573,0,0,0,0,0,0
17.31381,1,0,-0.3611573,0,0,0,0,0,0
17.42453,1,0,-0.3611573,0,0,0,0,0,0
17.53582,1,0,-0.3611573,0,0,0,0,0,0
17.64685,1,0,-0.3611573,0,0,0,0,0,0
17.75797,1,0,-0.3611573,0,0,0,0,0,0
17.86913,1,0,-0.2855027,0,0,0,0,0,0
17.98005,1,0,-0.07376885,0,0,0,0,0,0
18.09137,1,0,0.1387495,0,0,0,0,0,0
18.20242,1,0,0.3508253,0,0,0,0,0,0
18.31324,1,0,0.5626667,0,0,0,0,0,0
18.4245,1,0,0.7755059,0,0,0,0,0,0
18.53562,1,0,0.9882475,0,0,0,0,0,0
18.64682,1,0,1.201442,0,0,0,0,0,0
18.75799,1,0,1.415966,0,0,0,0,0,0
18.86919,1,0,1.636284,0,0,0,0,0,0
18.98012,1,0,1.763146,0,0,0,0,0,0
19.09124,1,0,1.669181,0,0,0,0,0,0
19.20235,1,0,1.454647,0,0,0,0,0,0
19.3135,1,0,1.239838,0,0,0,0,0,0
19.42457,1,0,1.025193,0,0,0,0,0,0
19.53588,1,0,0.8100638,0,0,0,0,0,0
19.647,1,0,0.5952897,0,0,0,0,0,0
19.75786,1,0,0.3809277,0,0,0,0,0,0
19.86898,1,0,0.1661842,0,0,0,0,0,0
19.9801,1,0,-0.04561651,0,0,0,0,0,0
20.09116,1,0,-0.05478378,0,0,0,0,0,0
20.20207,1,0,-0.05478378,0,0,0,0,0,0
20.31345,1,0,-0.05478378,0,0,0,0,0,0
20.4246,1,0,-0.05478378,0,0,0,0,0,0
20.53609,1,0,-0.05478378,0,0,0,0,0,0
20.64693,1,0,-0.05478378,0,0,0,0,0,0
20.75779,1,0,-0.05478378,0,0,0,0,0,0
20.86932,1,0,0.1070802,0,0,0,0,0,0
20.98006,1,0,0.3185057,0,0,0,0,0,0
21.09126,1,0,0.5305825,0,0,0,0,0,0
21.20252,1,0,0.7428088,0,0,0,0,0,0
21.31367,1,0,0.9542277,0,0,0,0,0,0
21.42489,1,0,1.165863,0,0,0,0,0,0
21.53574,1,0,1.377092,0,0,0,0,0,0
21.64679,1,0,1.502049,0,0,0,0,0,0
21.7578,1,0,1.502049,0,0,0,0,0,0
21.86913,1,0,1.502049,0,0,0,0,0,0
21.98018,1,0,1.502049,0,0,0,0,0,0
22.09105,1,0,1.502049,0,0,0,0,0,0
22.20237,1,0,1.502049,0,0,0,0,0,0
22.31359,1,0,1.502049,0,0,0,0,0,0
22.42462,1,0,1.502049,0,0,0,0,0,0
22.53617,1,0,1.502049,0,0,0,0,0,0
22.64698,1,0,1.502049,0,0,0,0,0,0
22.75797,1,0,1.377881,0,0,0,0,0,0
22.86955,1,0,1.155483,0,0,0,0,0,0
22.98026,1,0,0.9347917,0,0,0,0,0,0
23.09134,1,0,0.7133884,0,0,0,0,0,0
23.20277,1,0,0.4912608,0,0,0,0,0,0
23.31367,1,0,0.2702394,0,0,0,0,0,0
23.42487,1,0,0.0486118,0,0,0,0,0,0
23.53554,1,0,-0.1719537,0,0,0,0,0,0
23.64693,1,0,-0.3939874,0,0,0,0,0,0
23.7577,1,0,-0.6147986,0,0,0,0,0,0
23.86877,1,0,-0.8361772,0,0,0,0,0,0
23.97991,1,0,-1.057684,0,0,0,0,0,0
24.09122,1,0,-1.279495,0,0,0,0,0,0
24.20257,1,0,-1.501424,0,0,0,0,0,0
24.31335,1,0,-1.722201,0,0,0,0,0,0
24.42459,1,0,-1.943956,0,0,0,0,0,0
24.53592,1,0,-2.166187,0,0,0,0,0,0
24.6469,1,0,-2.387817,0,0,0,0,0,0
24.75785,1,0,-2.609414,0,0,0,0,0,0
24.86951,1,0,-2.832371,0,0,0,0,0,0
24.98022,1,0,-3.053461,0,0,0,0,0,0
25.09169,1,0,-3.27608,0,0,0,0,0,0
25.20271,1,0,-3.497767,0,0,0,0,0,0
25.31379,1,0,-3.719593,0,0,0,0,0,0
25.42499,1,0,-3.941592,0,0,0,0,0,0
25.53615,1,0,-4.163535,0,0,0,0,0,0
25.64722,1,0,-4.385269,0,0,0,0,0,0
25.75835,1,0,-4.607153,0,0,0,0,0,0
25.86944,1,0,-4.828963,0,0,0,0,0,0
25.98079,1,0,-5.049524,0,0,0,0,0,0
26.09153,1,0,-5.234686,0,0,0,0,0,0
26.20245,1,0,-5.438219,0,0,0,0,0,0
26.31372,1,0,-5.660274,0,0,0,0,0,0
26.42474,1,0,-5.882129,0,0,0,0,0,0
26.53601,1,0,-6.104636,0,0,0,0,0,0
26.64721,1,0,-6.326942,0,0,0,0,0,0
26.75876,1,0,-6.549963,0,0,0,0,0,0
26.86955,1,0,-6.771228,0,0,0,0,0,0
26.9801,1,0,-6.989386,0,0,0,0,0,0
27.09126,1,0,-7.208233,0,0,0,0,0,0
27.20292,1,0,-7.429389,0,0,0,0,0,0
27.3135,1,0,-7.648456,0,0,0,0,0,0
27.42496,1,0,-7.869584,0,0,0,0,0,0
27.53608,1,0,-8.090137,0,0,0,0,0,0
27.64683,1,0,-8.310004,0,0,0,0,0,0
27.75795,1,0,-8.369668,0,0,0,0,0,0
27.8692,1,0,-8.369668,0,0,0,0,0,0
27.98002,1,0,-8.369668,0,0,0,0,0,0
28.09115,1,0,-8.369668,0,0,0,0,0,0
28.2028,1,0,-8.369668,0,0,0,0,0,0
28.31363,1,0,-8.369668,0,0,0,0,0,0
28.42495,1,0,-8.369668,0,0,0,0,0,0
28.53639,1,0,-8.369668,0,0,0,0,0,0
28.64679,1,0,-8.369668,0,0,0,0,0,0
28.75798,1,0,-8.369668,0,0,0,0,0,0
28.8693,1,0,-8.369668,0,0,0,0,0,0
28.98032,1,0,-8.369668,0,0,0,0,0,0
29.09165,1,0,-8.369668,0,0,0,0,0,0
29.20305,1,0,-8.369668,0,0,0,0,0,0
29.31378,1,0,-8.369668,0,0,0,0,0,0
29.42472,1,0,-8.369668,0,0,0,0,0,0
29.53599,1,0,-8.369668,0,0,0,0,0,0
29.64694,1,0,-8.369668,0,0,0,0,0,0
29.75785,1,0,-8.369668,0,0,0,0,0,0
29.86959,1,0,-8.369668,0,0,0,0,0,0
29.98007,1,0,-8.369668,0,0,0,0,0,0
30.0915,1,0,-8.369668,0,0,0,0,0,0
30.203,1,0,-8.360024,0,0,0,0,0,0
30.31403,1,0,-8.182034,0,0,0,0,0,0
30.42488,1,0,-7.98875,0,0,0,0,0,0
30.53587,1,0,-7.794174,0,0,0,0,0,0
30.64682,1,0,-7.59779,0,0,0,0,0,0
30.75793,1,0,-7.401057,0,0,0,0,0,0
30.86911,1,0,-7.203791,0,0,0,0,0,0
30.98049,1,0,-7.00592,0,0,0,0,0,0
31.09193,1,0,-6.80809,0,0,0,0,0,0
31.20361,1,0,-6.609242,0,0,0,0,0,0
31.31363,1,0,-6.412999,0,0,0,0,0,0
31.42479,1,0,-6.21335,0,0,0,0,0,0
31.53596,1,0,-6.010163,0,0,0,0,0,0
31.64683,1,0,-5.804661,0,0,0,0,0,0
31.75812,1,0,-5.596648,0,0,0,0,0,0
31.86919,1,0,-5.387934,0,0,0,0,0,0
31.98015,1,0,-5.178778,0,0,0,0,0,0
32.09141,1,0,-4.968827,0,0,0,0,0,0
32.20295,1,0,-4.758079,0,0,0,0,0,0
32.31353,1,0,-4.549054,0,0,0,0,0,0
32.42474,1,0,-4.338798,0,0,0,0,0,0
32.53577,1,0,-4.128983,0,0,0,0,0,0
32.64693,1,0,-3.918736,0,0,0,0,0,0
32.75791,1,0,-3.708896,0,0,0,0,0,0
32.86931,1,0,-3.498402,0,0,0,0,0,0
32.97995,1,0,-3.28895,0,0,0,0,0,0
33.0913,1,0,-3.078484,0,0,0,0,0,0
33.20263,1,0,-2.868095,0,0,0,0,0,0
33.31378,1,0,-2.65802,0,0,0,0,0,0
33.42485,1,0,-2.447925,0,0,0,0,0,0
33.53604,1,0,-2.237458,0,0,0,0,0,0
33.64683,1,0,-2.02783,0,0,0,0,0,0
33.75826,1,0,-1.816683,0,0,0,0,0,0
33.86935,1,0,-1.606371,0,0,0,0,0,0
33.98025,1,0,-1.396179,0,0,0,0,0,0
34.09134,1,0,-1.185627,0,0,0,0,0,0
34.20293,1,0,-0.9738613,0,0,0,0,0,0
34.31363,1,0,-0.7638901,0,0,0,0,0,0
34.4247,1,0,-0.5578738,0,0,0,0,0,0
34.53585,1,0,-0.5494371,0,0,0,0,0,0
34.64707,1,0,-0.5494371,0,0,0,0,0,0
34.75791,1,0,-0.5494371,0,0,0,0,0,0
34.86953,1,0,-0.5494371,0,0,0,0,0,0
34.98029,1,0,-0.5494371,0,0,0,0,0,0
35.09133,1,0,-0.5494371,0,0,0,0,0,0
35.20284,1,0,-0.5494371,0,0,0,0,0,0
35.31366,1,0,-0.5494371,0,0,0,0,0,0
35.42482,1,0,-0.5494371,0,0,0,0,0,0
35.53617,1,0,-0.5494371,0,0,0,0,0,0
35.64717,1,0,-0.5494371,0,0,0,0,0,0
35.75781,1,0,-0.5494371,0,0,0,0,0,0
35.86974,1,0,-0.5494371,0,0,0,0,0,0
35.98016,1,0,-0.5494371,0,0,0,0,0,0
36.09188,1,0,-0.5494371,0,0,0,0,0,0
36.20289,1,0,-0.5494371,0,0,0,0,0,0
36.3139,1,0,-0.5494371,0,0,0,0,0,0
36.42496,1,0,-0.5494371,0,0,0,0,0,0
36.53639,1,0,-0.5494371,0,0,0,0,0,0
36.64724,1,0,-0.5494371,0,0,0,0,0,0
36.75828,1,0,-0.5494371,0,0,0,0,0,0
36.8698,1,0,-0.5494371,0,0,0,0,0,0
36.98058,1,0,-0.5494371,0,0,0,0,0,0
37.09176,1,0,-0.5494371,0,0,0,0,0,0
37.20363,1,0,-0.5494371,0,0,0,0,0,0
37.31404,1,0,-0.5494371,0,0,0,0,0,0
37.42512,1,0,-0.5494371,0,0,0,0,0,0
37.53632,1,0,-0.5494371,0,0,0,0,0,0
37.64716,1,0,-0.5494371,0,0,0,0,0,0
37.75843,1,0,-0.5494371,0,0,0,0,0,0
37.86948,1,0,-0.5494371,0,0,0,0,0,0
37.98034,1,0,-0.5494371,0,0,0,0,0,0
38.09159,1,0,-0.5494371,0,0,0,0,0,0
38.20314,1,0,-0.5494371,0,0,0,0,0,0
38.31352,1,0,-0.5494371,0,0,0,0,0,0
38.42474,1,0,-0.5494371,0,0,0,0,0,0
38.53581,1,0,-0.5494371,0,0,0,0,0,0
38.6471,1,0,-0.5494371,0,0,0,0,0,0
38.75827,1,0,-0.5494371,0,0,0,0,0,0
38.86922,1,0,-0.5494371,0,0,0,0,0,0
38.98005,1,0,-0.5494371,0,0,0,0,0,0
