TimeSinceStart,PosX,PosY,PosZ,RotX,RotY,RotZ,CurrentSpeed,SteeringAngle,PedalInput
14.08047,1,0,0.075,0,0,0,0,0,0
14.14302,1,0,0.075,0,0,0,0,0,0
14.28202,1,0,0.075,0,0,0,0,0,0
14.3439,1,0,0.075,0,0,0,0,0,0
14.48227,1,0,0.075,0,0,0,0,0,0
14.5446,1,0,0.075,0,0,0,0,0,0
14.68405,1,0,0.075,0,0,0,0,0,0
14.74545,1,0,0.075,0,0,0,0,0,0
14.88521,1,0,0.075,0,0,0,0,0,0
14.94806,1,0,0.075,0,0,0,0,0,0
15.08552,1,0,0.075,0,0,0,0,0,0
15.15067,1,0,0.075,0,0,0,0,0,0
15.28718,1,0,0.075,0,0,0,0,0,0
15.35205,1,0,0.075,0,0,0,0,0,0
15.4878,1,0,0.075,0,0,0,0,0,0
