TimeSinceStart,PosX,PosY,PosZ,RotX,RotY,RotZ,CurrentSpeed,SteeringAngle,PedalInput
29.7925,1,0,-3.089369,0,0,0,0,0,0
30.0005,1,0,-2.701838,0,0,0,0,0,0
30.20886,1,0,-2.308776,0,0,0,0,0,0
30.41718,1,0,-1.914016,0,0,0,0,0,0
30.62555,1,0,-1.517649,0,0,0,0,0,0
30.83385,1,0,-1.120593,0,0,0,0,0,0
31.04244,1,0,-0.7206959,0,0,0,0,0,0
31.25095,1,0,-0.3169772,0,0,0,0,0,0
31.45902,1,0,0.08886635,0,0,0,0,0,0
31.66785,1,0,0.5030503,0,0,0,0,0,0
31.87601,1,0,0.5946959,0,0,0,0,0,0
32.08407,1,0,0.5946959,0,0,0,0,0,0
32.2924,1,0,0.5946959,0,0,0,0,0,0
32.50071,1,0,0.5946959,0,0,0,0,0,0
32.70919,1,0,0.5946959,0,0,0,0,0,0
32.91755,1,0,0.5946959,0,0,0,0,0,0
33.12575,1,0,0.5946959,0,0,0,0,0,0
33.33424,1,0,0.5946959,0,0,0,0,0,0
33.54228,1,0,0.5946959,0,0,0,0,0,0
33.75087,1,0,0.5946959,0,0,0,0,0,0
33.95904,1,0,0.5946959,0,0,0,0,0,0
34.16769,1,0,0.5946959,0,0,0,0,0,0
34.37622,1,0,0.5946959,0,0,0,0,0,0
34.58422,1,0,0.5946959,0,0,0,0,0,0
34.79276,1,0,0.5946959,0,0,0,0,0,0
35.00079,1,0,0.5946959,0,0,0,0,0,0
35.20906,1,0,0.5946959,0,0,0,0,0,0
35.41758,1,0,0.5946959,0,0,0,0,0,0
35.62555,1,0,0.5946959,0,0,0,0,0,0
35.8339,1,0,0.5946959,0,0,0,0,0,0
36.04237,1,0,0.5946959,0,0,0,0,0,0
36.25085,1,0,0.5946959,0,0,0,0,0,0
36.4588,1,0,0.5946959,0,0,0,0,0,0
36.66741,1,0,0.5946959,0,0,0,0,0,0
36.87545,1,0,0.5946959,0,0,0,0,0,0
