TimeSinceStart,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ
7.708486,0.8509655,1.732494,-0.3579277,22.96031,358.2023,0.8829522
7.916941,0.8541708,1.742172,-0.3675155,19.3802,358.8482,1.328635
8.125309,0.8560951,1.746079,-0.3746884,18.16325,358.9669,1.191808
8.333736,0.8561524,1.749057,-0.3817307,17.24231,358.4052,1.157178
8.542213,0.856545,1.751044,-0.3875444,16.75564,358.2921,0.9600606
8.75054,0.8570442,1.752303,-0.3933561,16.55854,358.3287,0.3595834
8.958643,0.8574777,1.752661,-0.3981971,16.5701,358.3314,0.04137078
9.167248,0.859172,1.750484,-0.3970571,17.53884,358.8259,359.5555
9.375406,0.8626813,1.747493,-0.3971226,18.6621,0.4955559,359.1808
9.583956,0.867397,1.754052,-0.4007308,15.71037,3.565226,359.8642
9.792194,0.8967148,1.789163,-0.4258699,358.1919,17.41478,356.7841
10.00097,0.9158056,1.791787,-0.4417896,357.2489,24.14747,355.1223
10.20899,0.9182635,1.792628,-0.4424591,356.9314,22.78509,356.2831
10.41758,0.9156096,1.780785,-0.4331655,3.72647,19.76736,358.318
10.62573,0.9018258,1.731571,-0.4113836,27.50603,10.70053,359.3265
10.83344,0.8904325,1.700826,-0.3908887,38.60265,3.96676,356.6445
11.04153,0.8802413,1.68573,-0.3785881,42.90479,359.1905,353.6602
11.25009,0.8906014,1.670671,-0.3744837,47.1641,3.413023,349.7979
11.45843,0.9280665,1.657038,-0.3836877,49.83878,22.30355,350.0583
11.66675,1.00327,1.6399,-0.4359997,52.39597,58.95989,353.9167
11.87512,1.067975,1.622891,-0.5270673,55.00737,95.80484,359.0179
12.08359,1.085728,1.616601,-0.6011219,53.23657,124.9503,2.236087
12.29203,1.071334,1.637638,-0.613009,48.92764,145.3575,3.546929
12.50002,1.079478,1.655573,-0.5604085,41.9228,162.4102,5.220739
12.70883,1.122043,1.677296,-0.4770328,37.42296,169.3882,7.559756
12.91753,1.214284,1.702136,-0.3892498,31.78668,135.718,355.5108
13.1255,1.27934,1.769315,-0.2676938,2.972037,89.54331,349.6644
13.33417,1.306547,1.786342,-0.2457617,354.466,94.19044,350.9957
13.54284,1.335263,1.786654,-0.2850799,355.1219,115.9693,354.12
13.75066,1.398937,1.77763,-0.3280527,355.2095,116.003,355.2734
13.95878,1.503542,1.73835,-0.4186412,9.994317,117.9597,354.072
14.16714,1.609926,1.690291,-0.5471585,36.6045,133.7336,353.8359
14.37534,1.660813,1.669587,-0.6743611,43.69888,167.1053,2.142037
14.5838,1.745301,1.651799,-0.7628851,42.56688,185.4651,4.578334
14.7922,1.85839,1.657068,-0.8275465,41.73052,194.1926,0.5291011
15.00081,1.952412,1.67551,-0.8813503,41.53343,202.3535,358.4174
15.20881,2.019466,1.681507,-0.9489704,38.09655,210.8395,356.0202
15.41704,2.063859,1.66822,-1.043721,36.02867,214.7691,354.7242
15.62569,2.081745,1.676168,-1.131262,36.92023,216.5569,353.9791
15.83417,2.093092,1.689559,-1.193086,38.18471,220.386,354.8914
16.04218,2.121477,1.679913,-1.247725,41.45024,225.2865,354.4686
16.25049,2.142243,1.682918,-1.294289,43.12256,237.6925,355.3386
16.45877,2.13662,1.677422,-1.320209,45.34346,249.9006,355.0864
16.66729,2.122551,1.669477,-1.313902,46.88206,262.5062,356.4675
16.87542,2.118582,1.66955,-1.281945,46.82703,277.7318,359.6986
17.08393,2.120925,1.671839,-1.248446,46.04189,290.7975,2.541155
17.29233,2.131432,1.676708,-1.21675,44.21115,301.5977,4.928084
17.50041,2.132852,1.67888,-1.193455,42.6311,305.8555,4.485331
17.70873,2.105075,1.680246,-1.174731,40.4169,291.6033,1.682629
17.91717,2.082154,1.680026,-1.121402,40.24286,279.7744,358.8429
18.12566,2.045193,1.676385,-1.043392,41.03292,272.4796,358.9071
18.33388,1.998709,1.668193,-0.9882126,43.66357,270.1429,357.8029
18.5422,1.958295,1.674233,-0.9378232,40.94375,275.377,358.7084
18.75096,1.910933,1.720965,-0.8826364,22.23619,290.8045,357.5854
18.95905,1.880786,1.74646,-0.8415049,15.05797,307.4897,358.7739
19.16741,1.827027,1.713863,-0.8195301,32.94389,303.9095,0.685235
19.37583,1.75172,1.670882,-0.7807876,44.63437,290.9874,357.6745
19.58378,1.675687,1.643983,-0.7448361,47.47479,279.2882,355.8268
19.79216,1.589307,1.622,-0.7269919,50.13574,272.6483,355.2213
20.00049,1.473065,1.586083,-0.7190787,51.43442,271.0165,352.8808
20.20887,1.335774,1.524534,-0.7234106,54.53549,269.7407,351.2156
20.41728,1.27064,1.401674,-0.7160202,55.1086,268.413,348.9887
20.62576,1.264688,1.197222,-0.7014822,57.82031,266.799,348.7626
20.83388,1.275767,1.00992,-0.690452,59.71396,263.9301,347.5703
21.04263,1.280327,0.8732185,-0.6715209,60.77464,259.429,346.1126
21.25043,1.268915,0.7444085,-0.6535007,60.92876,254.129,343.5987
21.45925,1.246826,0.6506842,-0.6539738,61.48742,250.7266,342.866
21.66742,1.228375,0.5870419,-0.6639436,62.06122,245.6722,340.9308
21.87582,1.220954,0.5400805,-0.6701919,62.80527,242.9203,340.2552
22.0839,1.227195,0.5187888,-0.6733214,62.67714,241.1834,338.8001
22.29209,1.235656,0.499528,-0.6673687,63.26572,242.9671,339.3521
22.50078,1.239959,0.4859471,-0.6579564,63.92322,244.936,340.777
22.7092,1.240732,0.483727,-0.6450664,64.40693,247.1216,341.4034
22.91703,1.240165,0.485503,-0.6385737,63.71908,248.4643,342.347
23.12585,1.242934,0.4876904,-0.6289716,63.61531,249.6884,342.1366
23.33414,1.247974,0.5076256,-0.6176714,62.62362,250.8641,341.9373
23.54242,1.254494,0.5330725,-0.6096068,61.01202,250.166,341.5064
23.75078,1.25957,0.528971,-0.6061428,61.46534,249.3263,340.1794
23.95876,1.257928,0.5231107,-0.6021045,62.82625,258.2296,349.0969
24.16737,1.257377,0.5360004,-0.5297661,58.65234,301.6929,25.8442
24.37566,1.273888,0.5773854,-0.4462278,50.81581,320.2634,33.02919
24.58359,1.304636,0.6477661,-0.3752525,43.09018,328.1559,30.44271
24.79191,1.345664,0.7050482,-0.3294101,36.92149,334.5286,27.72154
25.00061,1.365995,0.707644,-0.3153785,37.45558,335.405,26.12704
25.20902,1.348349,0.7462749,-0.344886,38.26953,327.2292,20.34171
25.41749,1.316061,0.8406383,-0.424137,37.79968,308.6248,6.919931
25.62578,1.313467,1.024938,-0.528621,28.85224,305.4578,4.600511
25.83402,1.339564,1.200914,-0.5718775,24.57516,309.5301,2.726489
26.04226,1.382713,1.394767,-0.575706,28.81287,318.0497,4.676483
26.25063,1.451466,1.591611,-0.5579499,36.07024,328.1413,3.510478
26.45899,1.546191,1.672653,-0.5560439,34.1701,326.442,0.8398701
26.66753,1.672971,1.657765,-0.568391,39.85731,317.4587,358.0747
26.87565,1.77743,1.661977,-0.5999957,43.13874,304.3779,358.229
27.0839,1.833357,1.671945,-0.6561007,42.11164,289.1779,356.7003
27.29225,1.891637,1.677047,-0.7290046,41.58451,281.5952,357.6838
27.50079,1.969404,1.680011,-0.8332292,40.52437,272.3035,357.8983
27.70909,2.05902,1.666721,-0.9408436,41.82042,260.8022,357.5331
27.91736,2.133209,1.687938,-1.017587,41.74663,247.9207,355.4343
28.12544,2.195494,1.701984,-1.063579,37.40322,233.0437,357.5432
28.3338,2.236952,1.709211,-1.076477,34.29102,217.1592,357.8543
28.54234,2.265155,1.722644,-1.062006,30.80532,213.1255,358.4995
28.75076,2.296566,1.733706,-1.043022,25.5335,211.2807,0.9649984
28.95892,2.316131,1.741239,-1.029317,22.09639,209.6258,3.336635
29.16724,2.327589,1.744679,-1.028417,20.82945,205.9718,4.217036
29.37571,2.330307,1.745199,-1.028038,20.7389,203.5322,2.774977
29.58408,2.306493,1.744904,-1.011414,21.4911,211.1802,358.5725
29.7925,2.263404,1.732089,-0.9842203,25.88112,224.4412,349.7474
30.0005,2.222829,1.711658,-0.9659442,31.71095,235.2261,345.6518
30.20886,2.193504,1.688201,-0.9284494,39.6707,258.2686,350.7149
30.41718,2.185091,1.687952,-0.9299752,39.49099,262.6866,350.9949
30.62555,2.181848,1.691839,-0.9543273,37.62323,264.2101,354.0737
30.83385,2.191248,1.697317,-0.9908638,32.71618,254.8692,355.3922
31.04244,2.211631,1.741826,-1.022715,18.8288,232.5575,356.6619
31.25095,2.246972,1.777829,-1.024107,4.02064,204.2759,359.7275
31.45902,2.284503,1.792144,-0.9926441,357.3444,175.1565,1.307828
31.66785,2.316027,1.797126,-0.9551274,352.1216,150.8575,3.531544
31.87601,2.355605,1.808253,-0.9224747,346.7713,135.5063,4.114894
32.08407,2.402852,1.813871,-0.8870672,345.9538,117.8971,8.440759
32.2924,2.426319,1.816137,-0.8749892,345.2052,115.7446,9.68578
32.50071,2.408391,1.817368,-0.8950878,344.9779,133.9064,6.515275
32.70919,2.315005,1.808222,-0.9182616,350.0645,176.9102,0.5880448
32.91755,2.191144,1.787362,-0.8787143,356.7266,219.6515,356.2891
33.12575,2.110832,1.781454,-0.7968357,0.9702696,259.4101,356.0607
33.33424,2.091685,1.779699,-0.740561,2.075637,294.9906,356.1006
33.54228,2.108009,1.780494,-0.7430161,2.721565,327.415,356.963
33.75087,2.135344,1.776918,-0.7660491,3.566782,357.0361,359.8891
33.95904,2.198258,1.783215,-0.7878824,2.155489,24.87466,1.602109
34.16769,2.284196,1.786045,-0.82188,0.7817735,50.90689,1.379623
34.37622,2.360515,1.788873,-0.8498869,359.1974,63.73339,1.383872
34.58422,2.39381,1.788604,-0.8435431,359.2463,54.66347,1.473181
34.79276,2.341304,1.789583,-0.8001585,359.3901,12.96878,3.989311
35.00079,2.230551,1.782445,-0.8103367,2.715896,327.825,6.222444
35.20906,2.135581,1.779665,-0.8460413,3.370083,306.4745,7.400989
35.41758,2.063615,1.779842,-0.8553674,3.293144,305.3876,5.617068
35.62555,2.00133,1.780851,-0.8351126,4.167821,304.1156,5.851873
35.8339,1.949598,1.765399,-0.7862497,8.101953,299.0619,6.376767
36.04237,1.911099,1.721206,-0.6945584,25.91309,297.1876,8.017243
36.25085,1.862267,1.716119,-0.6056883,29.19596,290.6028,9.755856
36.4588,1.812561,1.71688,-0.5390688,30.86438,285.479,9.962166
36.66741,1.751864,1.73191,-0.4719581,21.12783,286.1575,8.024043
36.87545,1.677773,1.752406,-0.4069855,7.099464,297.3889,3.59261
